"facility_id","question_cd","answer_cd","answer_conent","created_at","updated_at"
"660","QZ012","AZ01002","","2018-01-04","2018-02-13"
"660","QZ012","AZ01003","","2018-01-04","2018-02-13"
"660","QZ011","AZ00000","35","2018-01-04","2018-02-13"
"660","QZ015","AZ00000","35","2018-01-04","2018-02-13"
"660","QZ010","AZ00000","97.000円　～","2018-01-04","2018-02-13"
"660","QZ009","AZ03002","","2018-01-04","2018-02-13"
"660","QZ016","AZ02003","","2018-01-04","2018-02-13"
"660","QZ007","AZ00001","","2018-01-04","2018-02-13"
"660","QZ008","AZ00001","","2018-01-04","2018-02-13"
"661","QA001","AA01001","","2018-01-04","2018-05-30"
"661","QA001","AA01002","","2018-01-04","2018-05-30"
"661","QA001","AA01003","","2018-01-04","2018-05-30"
"661","QA001","AA01007","","2018-01-04","2018-05-30"
"661","QA001","AA01008","","2018-01-04","2018-05-30"
"661","QA001","AA01013","","2018-01-04","2018-05-30"
"661","QA001","AA01016","","2018-01-04","2018-05-30"
"661","QA001","AA01017","","2018-01-04","2018-05-30"
"661","QA001","AA01021","","2018-01-04","2018-05-30"
"661","QA002","AZ00000","要相談：腸ろう栄養管理、感染症（肝炎、ＭＲＳＡなど）","2018-01-04","2018-05-30"
"661","QH001","AH01005","介護付き有料老人ホーム","2018-01-04","2018-05-30"
"661","QZ012","AZ01002","","2018-01-04","2018-05-30"
"661","QZ012","AZ01003","","2018-01-04","2018-05-30"
"661","QZ011","AZ00000","60","2018-01-04","2018-05-30"
"661","QZ015","AZ00000","60","2018-01-04","2018-05-30"
"661","QZ010","AZ00000","１０５．０００円～","2018-01-04","2018-05-30"
"661","QZ009","AZ03003","","2018-01-04","2018-05-30"
"661","QZ016","AZ02003","","2018-01-04","2018-05-30"
"661","QZ007","AZ00001","","2018-01-04","2018-05-30"
"661","QZ008","AZ00001","","2018-01-04","2018-05-30"
"662","QA001","AA01001","","2018-01-04","2018-03-08"
"662","QA001","AA01002","","2018-01-04","2018-03-08"
"662","QA001","AA01003","","2018-01-04","2018-03-08"
"662","QA001","AA01007","","2018-01-04","2018-03-08"
"662","QA001","AA01008","","2018-01-04","2018-03-08"
"662","QA001","AA01013","","2018-01-04","2018-03-08"
"662","QA001","AA01014","","2018-01-04","2018-03-08"
"662","QA001","AA01015","","2018-01-04","2018-03-08"
"662","QA001","AA01016","","2018-01-04","2018-03-08"
"662","QA001","AA01017","","2018-01-04","2018-03-08"
"662","QA001","AA01018","","2018-01-04","2018-03-08"
"662","QA001","AA01019","","2018-01-04","2018-03-08"
"662","QA001","AA01020","","2018-01-04","2018-03-08"
"662","QA001","AA01022","","2018-01-04","2018-03-08"
"662","QA002","AZ00000","（その他）　バイパップ、小腸ストマ、導尿、ソフト食、麻薬内服　（要相談）人工呼吸器、気管切開、点滴の必要な方、精神疾患を有する方","2018-01-04","2018-03-08"
"662","QH001","AH01005","介護付き有料老人ホーム","2018-01-04","2018-03-08"
"662","QZ012","AZ01002","","2018-01-04","2018-03-08"
"662","QZ012","AZ01003","","2018-01-04","2018-03-08"
"662","QZ012","AZ01004","","2018-01-04","2018-03-08"
"662","QZ011","AZ00000","50","2018-01-04","2018-03-08"
"662","QZ015","AZ00000","46","2018-01-04","2018-03-08"
"662","QZ013","AZ00000","2","2018-01-04","2018-03-08"
"662","QZ010","AZ00000","132.000円～137.000円","2018-01-04","2018-03-08"
"662","QZ009","AZ03002","","2018-01-04","2018-03-08"
"662","QZ016","AZ02003","","2018-01-04","2018-03-08"
"662","QZ007","AZ00001","","2018-01-04","2018-03-08"
"662","QZ008","AZ00001","","2018-01-04","2018-03-08"
"663","QA001","AA01001","","2018-01-04","2018-02-13"
"663","QA001","AA01002","","2018-01-04","2018-02-13"
"663","QA001","AA01003","","2018-01-04","2018-02-13"
"663","QA001","AA01007","","2018-01-04","2018-02-13"
"663","QA001","AA01012","","2018-01-04","2018-02-13"
"663","QA001","AA01013","","2018-01-04","2018-02-13"
"663","QA001","AA01016","","2018-01-04","2018-02-13"
"663","QA001","AA01017","","2018-01-04","2018-02-13"
"663","QA001","AA01019","","2018-01-04","2018-02-13"
"663","QA001","AA01020","","2018-01-04","2018-02-13"
"663","QA001","AA01021","","2018-01-04","2018-02-13"
"663","QA001","AA01022","","2018-01-04","2018-02-13"
"663","QA002","AZ00000","要相談：経鼻栄養管理、気管切開、人口呼吸器、認知症を有する方で徘徊など見守りが必要な方、終末期（看取り）","2018-01-04","2018-02-13"
"663","QH001","AH01005","介護付き有料老人ホーム","2018-01-04","2018-02-13"
"663","QZ012","AZ01003","","2018-01-04","2018-02-13"
"663","QZ012","AZ01004","","2018-01-04","2018-02-13"
"663","QZ011","AZ00000","158","2018-01-04","2018-02-13"
"663","QZ015","AZ00000","146","2018-01-04","2018-02-13"
"663","QZ014","AZ00000","6","2018-01-04","2018-02-13"
"663","QZ010","AZ00000","84.000円～","2018-01-04","2018-02-13"
"663","QZ009","AZ03003","","2018-01-04","2018-02-13"
"663","QZ016","AZ02003","","2018-01-04","2018-02-13"
"663","QZ007","AZ00001","","2018-01-04","2018-02-13"
"663","QZ008","AZ00001","","2018-01-04","2018-02-13"
"664","QA001","AA01001","","2018-01-04","2018-05-30"
"664","QA001","AA01002","","2018-01-04","2018-05-30"
"664","QA001","AA01003","","2018-01-04","2018-05-30"
"664","QA001","AA01007","","2018-01-04","2018-05-30"
"664","QA001","AA01008","","2018-01-04","2018-05-30"
"664","QA001","AA01012","","2018-01-04","2018-05-30"
"664","QA001","AA01013","","2018-01-04","2018-05-30"
"664","QA001","AA01015","","2018-01-04","2018-05-30"
"664","QA001","AA01016","","2018-01-04","2018-05-30"
"664","QA001","AA01017","","2018-01-04","2018-05-30"
"664","QA001","AA01018","","2018-01-04","2018-05-30"
"664","QA001","AA01019","","2018-01-04","2018-05-30"
"664","QA001","AA01021","","2018-01-04","2018-05-30"
"664","QH001","AH01005","介護付き有料老人ホーム","2018-01-04","2018-05-30"
"664","QZ012","AZ01001","","2018-01-04","2018-05-30"
"664","QZ012","AZ01002","","2018-01-04","2018-05-30"
"664","QZ012","AZ01003","","2018-01-04","2018-05-30"
"664","QZ012","AZ01004","","2018-01-04","2018-05-30"
"664","QZ012","AZ01005","","2018-01-04","2018-05-30"
"664","QZ011","AZ00000","30","2018-01-04","2018-05-30"
"664","QZ015","AZ00000","30","2018-01-04","2018-05-30"
"664","QZ014","AZ00000","体験室2室","2018-01-04","2018-05-30"
"664","QZ010","AZ00000","125.870円　～　195.500円","2018-01-04","2018-05-30"
"664","QZ009","AZ03002","","2018-01-04","2018-05-30"
"664","QZ016","AZ02003","","2018-01-04","2018-05-30"
"664","QZ007","AZ00001","","2018-01-04","2018-05-30"
"664","QZ008","AZ00001","","2018-01-04","2018-05-30"
"665","QH001","AH01005","介護付き有料老人ホーム","2018-01-04","2018-06-20"
"665","QZ009","AZ03001","","2018-01-04","2018-06-20"
"666","QA001","AA01001","","2018-01-04","2018-02-13"
"666","QA001","AA01002","","2018-01-04","2018-02-13"
"666","QA001","AA01003","","2018-01-04","2018-02-13"
"666","QA001","AA01004","","2018-01-04","2018-02-13"
"666","QA001","AA01008","","2018-01-04","2018-02-13"
"666","QA001","AA01012","","2018-01-04","2018-02-13"
"666","QA001","AA01013","","2018-01-04","2018-02-13"
"666","QA001","AA01015","","2018-01-04","2018-02-13"
"666","QA001","AA01016","","2018-01-04","2018-02-13"
"666","QA001","AA01017","","2018-01-04","2018-02-13"
"666","QA001","AA01018","","2018-01-04","2018-02-13"
"666","QA001","AA01020","","2018-01-04","2018-02-13"
"666","QA001","AA01021","","2018-01-04","2018-02-13"
"666","QA001","AA01022","","2018-01-04","2018-02-13"
"666","QA002","AZ00000","要相談：腸ろう栄養管理、留置カテーテルの必要な方、中心静脈栄養（ＩＶＨ）","2018-01-04","2018-02-13"
"666","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"666","QZ012","AZ01001","","2018-01-04","2018-02-13"
"666","QZ012","AZ01002","","2018-01-04","2018-02-13"
"666","QZ012","AZ01003","","2018-01-04","2018-02-13"
"666","QZ012","AZ01004","","2018-01-04","2018-02-13"
"666","QZ012","AZ01005","","2018-01-04","2018-02-13"
"666","QZ011","AZ00000","22","2018-01-04","2018-02-13"
"666","QZ015","AZ00000","22","2018-01-04","2018-02-13"
"666","QZ009","AZ03001","","2018-01-04","2018-02-13"
"666","QZ016","AZ02003","","2018-01-04","2018-02-13"
"666","QZ007","AZ00001","","2018-01-04","2018-02-13"
"667","QA001","AA01003","","2018-01-04","2018-02-13"
"667","QA002","AZ00000","要相談：胃ろう栄養管理、留置カテーテルの必要な方、感染症（肝炎、ＭＲＳＡなど）、褥瘡処置の必要な方、創傷処置の必要な方、人工呼吸器、認知症を有する方で徘徊など見守りが必要な方、人工透析、精神疾患を有する方","2018-01-04","2018-02-13"
"667","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"667","QZ012","AZ01002","","2018-01-04","2018-02-13"
"667","QZ012","AZ01003","","2018-01-04","2018-02-13"
"667","QZ011","AZ00000","9","2018-01-04","2018-02-13"
"667","QZ015","AZ00000","5","2018-01-04","2018-02-13"
"667","QZ013","AZ00000","2","2018-01-04","2018-02-13"
"667","QZ010","AZ00000","85.000円～","2018-01-04","2018-02-13"
"667","QZ009","AZ03001","","2018-01-04","2018-02-13"
"667","QZ016","AZ02003","","2018-01-04","2018-02-13"
"667","QZ007","AZ00001","","2018-01-04","2018-02-13"
"668","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"668","QZ012","AZ01002","","2018-01-04","2018-02-13"
"668","QZ012","AZ01003","","2018-01-04","2018-02-13"
"668","QZ011","AZ00000","24","2018-01-04","2018-02-13"
"668","QZ015","AZ00000","24","2018-01-04","2018-02-13"
"668","QZ010","AZ00000","85.000円　～","2018-01-04","2018-02-13"
"668","QZ009","AZ03001","","2018-01-04","2018-02-13"
"669","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"669","QZ012","AZ01002","","2018-01-04","2018-02-13"
"669","QZ012","AZ01003","","2018-01-04","2018-02-13"
"669","QZ011","AZ00000","8","2018-01-04","2018-02-13"
"669","QZ015","AZ00000","4","2018-01-04","2018-02-13"
"669","QZ013","AZ00000","2","2018-01-04","2018-02-13"
"669","QZ010","AZ00000","71.000円　～　91.000円","2018-01-04","2018-02-13"
"669","QZ009","AZ03001","","2018-01-04","2018-02-13"
"670","QH001","AH01004","有料老人ホーム","2018-01-04","2018-05-25"
"670","QZ011","AZ00000","23","2018-01-04","2018-05-25"
"670","QZ015","AZ00000","23","2018-01-04","2018-05-25"
"670","QZ010","AZ00000","97.000円　～100.000　　　介護サービス利用料や医療費、おむつ代は除く","2018-01-04","2018-05-25"
"670","QZ009","AZ03001","","2018-01-04","2018-05-25"
"670","QZ016","AZ02002","","2018-01-04","2018-05-25"
"670","QZ007","AZ00001","","2018-01-04","2018-05-25"
"672","QH001","AH01004","有料老人ホーム","2018-01-04","2018-07-11"
"672","QZ012","AZ01002","","2018-01-04","2018-07-11"
"672","QZ012","AZ01003","","2018-01-04","2018-07-11"
"672","QZ011","AZ00000","16","2018-01-04","2018-07-11"
"672","QZ010","AZ00000","93.000円　～　","2018-01-04","2018-07-11"
"672","QZ009","AZ03001","","2018-01-04","2018-07-11"
"673","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"673","QZ012","AZ01003","","2018-01-04","2018-02-13"
"673","QZ011","AZ00000","20","2018-01-04","2018-02-13"
"673","QZ010","AZ00000","90.000円　～","2018-01-04","2018-02-13"
"673","QZ009","AZ03001","","2018-01-04","2018-02-13"
"674","QA002","AZ00000","要相談：胃ろう栄養管理、人工肛門（ストマ管理）、留置カテーテルの必要な方、痰吸引、在宅酸素療法、褥瘡処置の必要な方、創傷処置の必要な方、認知症を有する方で徘徊など見守りが必要な方、終末期、精神疾患を有する方","2018-01-04","2018-06-12"
"674","QH001","AH01004","有料老人ホーム","2018-01-04","2018-06-12"
"674","QZ012","AZ01003","","2018-01-04","2018-06-12"
"674","QZ012","AZ01004","","2018-01-04","2018-06-12"
"674","QZ011","AZ00000","10","2018-01-04","2018-06-12"
"674","QZ015","AZ00000","8","2018-01-04","2018-06-12"
"674","QZ013","AZ00000","1","2018-01-04","2018-06-12"
"674","QZ010","AZ00000","70.000～100.000円　　　　※介護サービス利用料や医療費・おむつ代等は除く","2018-01-04","2018-06-12"
"674","QZ009","AZ03001","","2018-01-04","2018-06-12"
"674","QZ016","AZ02002","","2018-01-04","2018-06-12"
"674","QZ007","AZ00001","","2018-01-04","2018-06-12"
"675","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"675","QZ012","AZ01002","","2018-01-04","2018-02-13"
"675","QZ012","AZ01003","","2018-01-04","2018-02-13"
"675","QZ011","AZ00000","9","2018-01-04","2018-02-13"
"675","QZ015","AZ00000","1","2018-01-04","2018-02-13"
"675","QZ013","AZ00000","1","2018-01-04","2018-02-13"
"675","QZ014","AZ00000","３人部屋：2室","2018-01-04","2018-02-13"
"675","QZ010","AZ00000","107.415円　～","2018-01-04","2018-02-13"
"675","QZ009","AZ03001","","2018-01-04","2018-02-13"
"676","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"676","QZ012","AZ01002","","2018-01-04","2018-02-13"
"676","QZ012","AZ01003","","2018-01-04","2018-02-13"
"676","QZ011","AZ00000","10","2018-01-04","2018-02-13"
"676","QZ013","AZ00000","5","2018-01-04","2018-02-13"
"676","QZ010","AZ00000","107.415円　～","2018-01-04","2018-02-13"
"678","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"678","QZ012","AZ01003","","2018-01-04","2018-02-13"
"678","QZ011","AZ00000","8","2018-01-04","2018-02-13"
"678","QZ013","AZ00000","4","2018-01-04","2018-02-13"
"678","QZ010","AZ00000","90.000円　～","2018-01-04","2018-02-13"
"679","QA002","AZ00000","要相談：胃ろう栄養管理、留置カテーテルの必要な方、褥瘡処置の必要な方（状態による）、在宅酸素療法、インスリン注射、認知症を有する方で徘徊など見守りが必要な方（状態による）","2018-01-04","2018-02-27"
"679","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-27"
"679","QZ012","AZ01002","","2018-01-04","2018-02-27"
"679","QZ012","AZ01003","","2018-01-04","2018-02-27"
"679","QZ012","AZ01005","","2018-01-04","2018-02-27"
"679","QZ011","AZ00000","24","2018-01-04","2018-02-27"
"679","QZ013","AZ00000","12","2018-01-04","2018-02-27"
"679","QZ010","AZ00000","82.000円～87.000円","2018-01-04","2018-02-27"
"679","QZ009","AZ03001","","2018-01-04","2018-02-27"
"679","QZ016","AZ02003","","2018-01-04","2018-02-27"
"679","QZ007","AZ00001","","2018-01-04","2018-02-27"
"680","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"680","QZ012","AZ01002","","2018-01-04","2018-02-13"
"680","QZ012","AZ01003","","2018-01-04","2018-02-13"
"680","QZ011","AZ00000","11","2018-01-04","2018-02-13"
"680","QZ015","AZ00000","5","2018-01-04","2018-02-13"
"680","QZ013","AZ00000","3","2018-01-04","2018-02-13"
"680","QZ010","AZ00000","68.000円　～　83.000円","2018-01-04","2018-02-13"
"681","QA001","AA01001","","2018-01-04","2018-04-24"
"681","QA001","AA01002","","2018-01-04","2018-04-24"
"681","QA001","AA01003","","2018-01-04","2018-04-24"
"681","QA001","AA01007","","2018-01-04","2018-04-24"
"681","QA001","AA01008","","2018-01-04","2018-04-24"
"681","QA001","AA01013","","2018-01-04","2018-04-24"
"681","QA001","AA01015","","2018-01-04","2018-04-24"
"681","QA001","AA01016","","2018-01-04","2018-04-24"
"681","QA001","AA01017","","2018-01-04","2018-04-24"
"681","QA001","AA01019","","2018-01-04","2018-04-24"
"681","QA002","AZ00000","要相談：感染症（肝炎、MRSAなど）、精神疾患を有する方","2018-01-04","2018-04-24"
"681","QH001","AH01004","有料老人ホーム","2018-01-04","2018-04-24"
"681","QZ012","AZ01003","","2018-01-04","2018-04-24"
"681","QZ011","AZ00000","41","2018-01-04","2018-04-24"
"681","QZ015","AZ00000","39","2018-01-04","2018-04-24"
"681","QZ014","AZ00000","夫婦部屋（１）","2018-01-04","2018-04-24"
"681","QZ010","AZ00000","95.000円～","2018-01-04","2018-04-24"
"681","QZ009","AZ03002","","2018-01-04","2018-04-24"
"681","QZ016","AZ02003","","2018-01-04","2018-04-24"
"681","QZ007","AZ00001","","2018-01-04","2018-04-24"
"682","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"682","QZ012","AZ01001","","2018-01-04","2018-02-13"
"682","QZ012","AZ01002","","2018-01-04","2018-02-13"
"682","QZ012","AZ01003","","2018-01-04","2018-02-13"
"682","QZ011","AZ00000","9","2018-01-04","2018-02-13"
"682","QZ015","AZ00000","9","2018-01-04","2018-02-13"
"682","QZ010","AZ00000","110.340円　～　113.340円","2018-01-04","2018-02-13"
"683","QA001","AA01001","","2018-01-04","2018-02-13"
"683","QA001","AA01002","","2018-01-04","2018-02-13"
"683","QA001","AA01004","","2018-01-04","2018-02-13"
"683","QA001","AA01007","","2018-01-04","2018-02-13"
"683","QA001","AA01012","","2018-01-04","2018-02-13"
"683","QA001","AA01013","","2018-01-04","2018-02-13"
"683","QA001","AA01015","","2018-01-04","2018-02-13"
"683","QA001","AA01017","","2018-01-04","2018-02-13"
"683","QA001","AA01018","","2018-01-04","2018-02-13"
"683","QA002","AZ00000","要相談：感染症（肝炎、MRSAなど）、腸ろう栄養管理、在宅酸素療法、創傷処置の必要な方、人工透析、終末期（看取り）","2018-01-04","2018-02-13"
"683","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"683","QZ012","AZ01003","","2018-01-04","2018-02-13"
"683","QZ012","AZ01004","","2018-01-04","2018-02-13"
"683","QZ012","AZ01005","","2018-01-04","2018-02-13"
"683","QZ011","AZ00000","34","2018-01-04","2018-02-13"
"683","QZ015","AZ00000","26","2018-01-04","2018-02-13"
"683","QZ013","AZ00000","4","2018-01-04","2018-02-13"
"683","QZ010","AZ00000","　　～　97.950円","2018-01-04","2018-02-13"
"683","QZ009","AZ03001","","2018-01-04","2018-02-13"
"683","QZ016","AZ02003","","2018-01-04","2018-02-13"
"683","QZ007","AZ00001","","2018-01-04","2018-02-13"
"684","QA001","AA01002","","2018-01-04","2018-02-13"
"684","QA001","AA01003","","2018-01-04","2018-02-13"
"684","QA001","AA01007","","2018-01-04","2018-02-13"
"684","QA001","AA01008","","2018-01-04","2018-02-13"
"684","QA001","AA01012","","2018-01-04","2018-02-13"
"684","QA001","AA01015","","2018-01-04","2018-02-13"
"684","QA001","AA01016","","2018-01-04","2018-02-13"
"684","QA001","AA01017","","2018-01-04","2018-02-13"
"684","QA002","AZ00000","要相談：胃ろう栄養管理、気管切開、感染症（肝炎、MRSAなど）、腸ろう栄養管理、痰吸引、中心静脈栄養（IVH)、点滴の必要な方、人工透析","2018-01-04","2018-02-13"
"684","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"684","QZ012","AZ01002","","2018-01-04","2018-02-13"
"684","QZ012","AZ01003","","2018-01-04","2018-02-13"
"684","QZ012","AZ01004","","2018-01-04","2018-02-13"
"684","QZ011","AZ00000","50","2018-01-04","2018-02-13"
"684","QZ015","AZ00000","40","2018-01-04","2018-02-13"
"684","QZ013","AZ00000","4","2018-01-04","2018-02-13"
"684","QZ014","AZ00000","2","2018-01-04","2018-02-13"
"684","QZ010","AZ00000","101.000円～101.000円","2018-01-04","2018-02-13"
"684","QZ009","AZ03001","","2018-01-04","2018-02-13"
"684","QZ016","AZ02002","","2018-01-04","2018-02-13"
"684","QZ007","AZ00001","","2018-01-04","2018-02-13"
"685","QA001","AA01001","","2018-01-04","2018-02-27"
"685","QA001","AA01007","","2018-01-04","2018-02-27"
"685","QA001","AA01016","","2018-01-04","2018-02-27"
"685","QA001","AA01017","","2018-01-04","2018-02-27"
"685","QA002","AZ00000","要相談：感染症（肝炎、ＭＲＳＡなど）、腸ろう栄養管理、痰吸引が必要な方、在宅酸素療法、インスリン注射、点滴の必要な方、認知症を有する方で徘徊など見守りが必要な方、人工透析、精神疾患を有する方","2018-01-04","2018-02-27"
"685","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-27"
"685","QZ012","AZ01003","","2018-01-04","2018-02-27"
"685","QZ011","AZ00000","38","2018-01-04","2018-02-27"
"685","QZ015","AZ00000","11","2018-01-04","2018-02-27"
"685","QZ013","AZ00000","14","2018-01-04","2018-02-27"
"685","QZ010","AZ00000","100.000円　～","2018-01-04","2018-02-27"
"685","QZ009","AZ03002","","2018-01-04","2018-02-27"
"685","QZ016","AZ02003","","2018-01-04","2018-02-27"
"685","QZ007","AZ00001","","2018-01-04","2018-02-27"
"686","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"686","QZ012","AZ01001","","2018-01-04","2018-02-13"
"686","QZ012","AZ01002","","2018-01-04","2018-02-13"
"686","QZ012","AZ01003","","2018-01-04","2018-02-13"
"686","QZ011","AZ00000","24","2018-01-04","2018-02-13"
"686","QZ015","AZ00000","24","2018-01-04","2018-02-13"
"686","QZ010","AZ00000","99.000円　～","2018-01-04","2018-02-13"
"687","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"687","QZ012","AZ01002","","2018-01-04","2018-02-13"
"687","QZ012","AZ01003","","2018-01-04","2018-02-13"
"687","QZ011","AZ00000","10","2018-01-04","2018-02-13"
"687","QZ015","AZ00000","2","2018-01-04","2018-02-13"
"687","QZ013","AZ00000","2","2018-01-04","2018-02-13"
"687","QZ014","AZ00000","4人部屋：1室","2018-01-04","2018-02-13"
"687","QZ010","AZ00000","70.000円　～","2018-01-04","2018-02-13"
"688","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"688","QZ012","AZ01002","","2018-01-04","2018-02-13"
"688","QZ012","AZ01003","","2018-01-04","2018-02-13"
"688","QZ011","AZ00000","10","2018-01-04","2018-02-13"
"688","QZ015","AZ00000","8","2018-01-04","2018-02-13"
"688","QZ013","AZ00000","1","2018-01-04","2018-02-13"
"688","QZ010","AZ00000","70.000円　～","2018-01-04","2018-02-13"
"689","QA001","AA01002","","2018-01-04","2018-02-13"
"689","QA001","AA01007","","2018-01-04","2018-02-13"
"689","QA001","AA01008","","2018-01-04","2018-02-13"
"689","QA001","AA01012","","2018-01-04","2018-02-13"
"689","QA001","AA01016","","2018-01-04","2018-02-13"
"689","QA001","AA01017","","2018-01-04","2018-02-13"
"689","QA002","AZ00000","要相談：胃ろう栄養管理、感染症（肝炎、MRSAなど）、腸ろう栄養管理、痰吸引、在宅酸素療法、点滴の必要な方、認知症を有する方で徘徊など見守りが必要な方、人工透析","2018-01-04","2018-02-13"
"689","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"689","QZ012","AZ01002","","2018-01-04","2018-02-13"
"689","QZ012","AZ01003","","2018-01-04","2018-02-13"
"689","QZ011","AZ00000","10","2018-01-04","2018-02-13"
"689","QZ015","AZ00000","10","2018-01-04","2018-02-13"
"689","QZ010","AZ00000","88.010円　～","2018-01-04","2018-02-13"
"689","QZ009","AZ03001","","2018-01-04","2018-02-13"
"689","QZ016","AZ02002","","2018-01-04","2018-02-13"
"689","QZ007","AZ00001","","2018-01-04","2018-02-13"
"690","QA001","AA01001","","2018-01-04","2018-02-13"
"690","QA001","AA01012","","2018-01-04","2018-02-13"
"690","QA001","AA01015","","2018-01-04","2018-02-13"
"690","QA001","AA01016","","2018-01-04","2018-02-13"
"690","QA001","AA01017","","2018-01-04","2018-02-13"
"690","QA002","AZ00000","要相談：留置カテーテルの必要な方、感染症（肝炎、MRSAなど）、痰吸引、在宅酸素療法、点滴の必要な方、終末期（看取り）","2018-01-04","2018-02-13"
"690","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"690","QZ012","AZ01003","","2018-01-04","2018-02-13"
"690","QZ012","AZ01004","","2018-01-04","2018-02-13"
"690","QZ012","AZ01005","","2018-01-04","2018-02-13"
"690","QZ011","AZ00000","35","2018-01-04","2018-02-13"
"690","QZ015","AZ00000","10","2018-01-04","2018-02-13"
"690","QZ013","AZ00000","12","2018-01-04","2018-02-13"
"690","QZ010","AZ00000","90.000円　～　97.500円","2018-01-04","2018-02-13"
"690","QZ009","AZ03002","","2018-01-04","2018-02-13"
"690","QZ016","AZ02003","","2018-01-04","2018-02-13"
"690","QZ007","AZ00001","","2018-01-04","2018-02-13"
"691","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"691","QZ012","AZ01002","","2018-01-04","2018-02-13"
"691","QZ012","AZ01003","","2018-01-04","2018-02-13"
"691","QZ011","AZ00000","8","2018-01-04","2018-02-13"
"691","QZ010","AZ00000","50.000円　～","2018-01-04","2018-02-13"
"692","QA001","AA01001","","2018-01-04","2018-05-08"
"692","QA001","AA01002","","2018-01-04","2018-05-08"
"692","QA001","AA01003","","2018-01-04","2018-05-08"
"692","QA001","AA01004","","2018-01-04","2018-05-08"
"692","QA001","AA01005","","2018-01-04","2018-05-08"
"692","QA001","AA01007","","2018-01-04","2018-05-08"
"692","QA001","AA01008","","2018-01-04","2018-05-08"
"692","QA001","AA01009","","2018-01-04","2018-05-08"
"692","QA001","AA01013","","2018-01-04","2018-05-08"
"692","QA001","AA01014","","2018-01-04","2018-05-08"
"692","QA001","AA01015","","2018-01-04","2018-05-08"
"692","QA001","AA01016","","2018-01-04","2018-05-08"
"692","QA001","AA01017","","2018-01-04","2018-05-08"
"692","QA001","AA01018","","2018-01-04","2018-05-08"
"692","QA001","AA01019","","2018-01-04","2018-05-08"
"692","QA001","AA01020","","2018-01-04","2018-05-08"
"692","QA001","AA01021","","2018-01-04","2018-05-08"
"692","QH001","AH01004","有料老人ホーム","2018-01-04","2018-05-08"
"692","QZ012","AZ01002","","2018-01-04","2018-05-08"
"692","QZ012","AZ01003","","2018-01-04","2018-05-08"
"692","QZ011","AZ00000","28","2018-01-04","2018-05-08"
"692","QZ015","AZ00000","28","2018-01-04","2018-05-08"
"692","QZ010","AZ00000","80.000円　～110.000","2018-01-04","2018-05-08"
"692","QZ009","AZ03003","","2018-01-04","2018-05-08"
"692","QZ016","AZ02003","","2018-01-04","2018-05-08"
"692","QZ007","AZ00001","","2018-01-04","2018-05-08"
"693","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"693","QZ012","AZ01002","","2018-01-04","2018-02-13"
"693","QZ012","AZ01003","","2018-01-04","2018-02-13"
"693","QZ011","AZ00000","8","2018-01-04","2018-02-13"
"693","QZ010","AZ00000","50.000円　～","2018-01-04","2018-02-13"
"693","QZ009","AZ03001","","2018-01-04","2018-02-13"
"694","QH001","AH01004","有料老人ホーム","2018-01-04","2018-02-13"
"694","QZ012","AZ01002","","2018-01-04","2018-02-13"
"694","QZ012","AZ01003","","2018-01-04","2018-02-13"
"694","QZ011","AZ00000","9","2018-01-04","2018-02-13"
"694","QZ010","AZ00000","50.000円　～","2018-01-04","2018-02-13"
"695","QA001","AA01002","","2018-01-04","2018-02-13"
"695","QA001","AA01003","","2018-01-04","2018-02-13"
"695","QA001","AA01004","","2018-01-04","2018-02-13"
"695","QA001","AA01005","","2018-01-04","2018-02-13"
"695","QA001","AA01006","","2018-01-04","2018-02-13"
"695","QA001","AA01007","","2018-01-04","2018-02-13"
"695","QA001","AA01008","","2018-01-04","2018-02-13"
"695","QA001","AA01012","","2018-01-04","2018-02-13"
"695","QA001","AA01013","","2018-01-04","2018-02-13"
"695","QA001","AA01015","","2018-01-04","2018-02-13"
"695","QA001","AA01016","","2018-01-04","2018-02-13"
"695","QA001","AA01017","","2018-01-04","2018-02-13"
"695","QA001","AA01019","","2018-01-04","2018-02-13"
