"facility_name","home_care","facility_type_id","postal_code","prefecture_name","city_name","address","latitude","longitude","telphone","fax","representative","homepage","available_time_mon","available_time_tue","available_time_wed","available_time_thu","available_time_fri","available_time_sat","available_time_sun","person","correspondence_dept","correspondence_time","open_24hours","foreign_language","related_facilities","options","note","publish","user_id","created_at","updated_at"
"ときわ苑訪問介護ステーション",0,"9",9010414,"沖縄県","島尻郡八重瀬町","当銘378-1",26.1516441,127.6987229,"098-998-1200","098-998-8099","金城　武","http://tokiwaen.or.jp","7:00～23：00","7:00～23：00","7:00～23：00","7:00～23：00","7:00～23：00","7:00～23：00","7:00～23：00　　","大城浩美、仲村春美","訪問介護ステーション","8：30～17：30",0,0,,,"定休日なし（但し、台風時は休み）
介護予防サービスの実施あり。
早朝・夜間の対応は可能。","1",1,"2018-01-04","2018-03-16"
"じーなの会訪問介護ステーション",0,"9",9010416,"沖縄県","島尻郡八重瀬町","字宜次664番地の1",26.1748264,127.7187117,"098-998-9789","098-998-9791",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"転生園指定訪問介護事業所",0,"9",9010514,"沖縄県","島尻郡八重瀬町","字安里670",26.1226276,127.7280176,"098-998-7652","098-998-7653","幸地　伸","http://tenshoen.or.jp","8:30～17：30","8:30～17：30","8:30～17：30","8:30～17：30","8:30～17：30","8:30～17：30","日曜日、年始（1/1、1/2）は休み　/　祝日はサービス提供あり（8：30～17：30）","島袋　緑",,"月～土（10：00～16：00）",0,0,,"介護福祉士の資格がある訪問介護員が対応します。","早朝・夜間の対応については要相談。
介護予防サービスの実施あり。","1",1,"2018-01-04","2018-03-16"
"訪問介護サービス　あしみじ",0,"9",9010512,"沖縄県","島尻郡八重瀬町","字具志1099-1",26.1320677094694,127.71088585796,"098-998-6680","098-998-6658","森下里美",,"8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","8：30～17：30","休み","日曜日は休み　/　祝日はサービス提供あり（8：30～17：30）","大城滝子、小波津美由紀",,"8：30～17：30","1",0,,,"介護予防サービスの実施あり。
早朝・夜間の対応については要相談。","1",1,"2018-01-04","2018-03-16"
"訪問介護　寿々",0,"9",9010406,"沖縄県","島尻郡八重瀬町","屋宜原110番地の3　アイニティ（2－Ｄ号室）",26.161458,127.7284398,"098-835-7470","098-835-7471",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"イリーゼ八重瀬訪問介護センター",0,"9",9010501,"沖縄県","島尻郡八重瀬町","長毛159-1",26.1320053,127.7546986,"098-840-7861","098-840-7862",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ヘルパーステーション新緑の里",0,"9",9010401,"沖縄県","島尻郡八重瀬町","東風平192番地８",26.1506086,127.7164627,"098-998-4165","098-998-4168",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"指定居宅介護支援事業所白寿園",0,"7",9010311,"沖縄県","糸満市","字武富175番地の1",26.1655125,127.6937372,"098-995-4165","098-995-4165",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅支援センター勝連",0,"7",9010331,"沖縄県","糸満市","字真栄平1026番地",26.1158307,127.7145662,"098-997-3104","098-997-2457",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ひめゆりクリニック指定居宅介護支援事業所",0,"7",9010344,"沖縄県","糸満市","伊原107番地の１",26.094737,127.684739,"098-997-3702","098-997-3703",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"特別養護老人ﾎｰﾑ沖縄偕生園",0,"7",9010341,"沖縄県","糸満市","字小波蔵321番地",26.1073495,127.6687648,"098-852-4100","098-852-4104",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援センター寿",0,"7",9010362,"沖縄県","糸満市","真栄里323番地",26.1178181,127.6709588,"098-992-5375","098-995-1536",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所あかり",0,"7",9010361,"沖縄県","糸満市","糸満１５０５番地の３",26.125723,127.6743862,"098-995-3774","098-995-1371",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"友愛会ケアプランセンター南部",0,"7",9010362,"沖縄県","糸満市","真栄里８７０番地",26.1123825,127.6709562,"098-852-3007","098-840-3292",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援西崎",0,"7",9010306,"沖縄県","糸満市","西崎町三丁目379番地　1F",26.145524,127.6701359,"098-994-4418","098-994-6931",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援　ピンク",0,"7",9010302,"沖縄県","糸満市","字潮平６３２番地の３",26.1448297,127.6733774,"098-894-5484","098-894-5493",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援センター　てぃんがーら",0,"7",9010315,"沖縄県","糸満市","照屋807番地コーポカトレア1階",26.1324687,127.6842407,"098-851-3786","098-851-3786",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"いとまんシャトー指定居宅介護支援センター",0,"7",9010325,"沖縄県","糸満市","大里927番地の２",26.1353393,127.6917292,"098-995-2208","098-995-2358",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"まつの木ケアプランセンター",0,"7",9010303,"沖縄県","糸満市","兼城618番地",26.1355776,127.6707222,"098-995-3719","098-995-3719",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所　珊瑚",0,"7",9010364,"沖縄県","糸満市","潮崎町四丁目8-13",26.1164398,127.663627,"098-840-3535","098-840-3381",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ケアプランセンター　いずみ",0,"7",9010315,"沖縄県","糸満市","照屋1258番地１",26.1330283,127.6868657,"098-994-2222","098-994-2225",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所みなみ",0,"7",9010361,"沖縄県","糸満市","糸満1796番地の２",26.1265536,127.6789609,"098-995-6433","098-995-1702",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所いちまん",0,"7",9010362,"沖縄県","糸満市","真栄里2045番地２",26.119654,127.6699199,"098-996-1295","098-996-1296",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"うの花　居宅介護支援事業所",0,"7",9010361,"沖縄県","糸満市","糸満989-11",26.1290809,127.6681781,"098-996-4911","098-996-4922",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"沖縄医療生活協同組合　とよみ生協病院指定居宅介護支援事業所",0,"7",9010201,"沖縄県","豊見城市","字真玉橋５９３番地の1",26.1930732,127.6873219,"098-850-7951","098-856-0400",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ケアプランサービス養生の里",0,"7",9010231,"沖縄県","豊見城市","字我那覇291番地の25B-1",26.1838458,127.6727733,"098-856-5836","098-850-3125",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"平成苑居宅介護支援事業所",0,"7",9010235,"沖縄県","豊見城市","字名嘉地217番地の2",26.1743547,127.6643687,"098-856-7222","098-856-5581",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所おもととよみの杜",0,"7",9010215,"沖縄県","豊見城市","字渡嘉敷150番地",26.1727115,127.6834877,"098-851-0123","098-851-0200",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"良長園指定居宅介護支援事業所",0,"7",9010204,"沖縄県","豊見城市","字金良88番地",26.179467,127.7035187,"098-850-1202","098-850-1362",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"合資会社ひかり指定居宅介護支援事業所",0,"7",9010212,"沖縄県","豊見城市","字平良145番地の3102号",26.167718,127.6947426,"098-851-4637","098-851-4583",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"桜山荘介護支援専門員センター",0,"7",9010212,"沖縄県","豊見城市","平良188番地23",26.169079,127.6948898,"098-996-2510","098-996-2512",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援サービス　かがやき",0,"7",9010213,"沖縄県","豊見城市","高嶺３２２番地",26.1669125,127.6955981,"098-850-2566","098-850-2568",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"わかば居宅介護支援事業所",0,"7",9010241,"沖縄県","豊見城市","豊見城６００番地１",26.1824492,127.6818286,"098-850-5516","098-996-1216",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所とよさき",0,"7",9010223,"沖縄県","豊見城市","字翁長８６９番地　１階",26.1611476,127.6668774,"098-891-6982","098-891-6566",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"豊見城偕生園ケアプランセンター",0,"7",9010244,"沖縄県","豊見城市","宜保148番地　仲元ﾏﾝｼｮﾝ101号室",26.1789094,127.6784645,"098-987-5300","098-987-7420",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所　華々",0,"7",9010242,"沖縄県","豊見城市","高安600-4番地ヒルコート101号室",26.1867711,127.6873156,"098-851-3387","098-851-3087",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ケアプランセンターゆたか",0,"7",9010213,"沖縄県","豊見城市","字高嶺326番地1",26.1675318,127.6906209,"098-840-6532","098-840-6591",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所　ねね",0,"7",9010203,"沖縄県","豊見城市","長堂402番地2サンガーデン101号",26.186892,127.7077146,"098-987-1122","098-987-1123",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所　まごころ",0,"7",9010242,"沖縄県","豊見城市","高安385番地　大城アパート108号",26.176519,127.6833265,"098-850-6260","098-850-6261",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所　うえた",0,"7",9010243,"沖縄県","豊見城市","上田１番地１７",26.1757332,127.6803598,"098-856-7077","098-856-6811",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"指定居宅介護支援事業所　ファミリーサポート",0,"7",9010211,"沖縄県","豊見城市","饒波1118番地",26.1825027,127.7001243,"098-851-3784","098-851-3355",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"友愛会ケアプランセンター　豊見城",0,"7",9010244,"沖縄県","豊見城市","宜保266番地４寛マンション101号",26.1764824,127.676636,"098-850-4165","098-850-4188",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所　みんなの介護相談所",0,"7",9010241,"沖縄県","豊見城市","豊見城64",26.1867236,127.6806227,"098-996-3227","098-996-3178",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護保険相談所リリーフ",0,"7",9010241,"沖縄県","豊見城市","豊見城437番地11.１ビル2-Ａ号室",26.1824098,127.6788385,"098-894-6786","098-894-6787",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"みなみ野居宅介護支援事務所",0,"7",9011208,"沖縄県","南城市","大里平良2584番地の２　２F",26.1805344,127.7479281,"098-945-8822","098-945-8838",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"おおざと信和苑指定居宅介護支援事業所",0,"7",9011204,"沖縄県","南城市","大里字稲嶺1014番地",26.162747,127.7372243,"098-946-8101","098-946-8839",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援朝日",0,"7",9010607,"沖縄県","南城市","玉城字喜良原526番地",26.1598534,127.7721212,"098-949-7157","098-948-7638",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"小谷園指定居宅介護支援センター",0,"7",9011413,"沖縄県","南城市","佐敷字小谷238番地の1",26.1734297,127.763391,"098-947-0990","098-947-0993",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"東雲の丘指定居宅介護支援事業所",0,"7",9011203,"沖縄県","南城市","大里字大城1392番地",26.1674137,127.7651133,"098-946-2051","098-946-1128",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所　彩",0,"7",9010606,"沖縄県","南城市","玉城糸数６７２－１",26.1555508,127.7646054,"098-948-1714","098-948-3906",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"南城市社協ケアプランセンター",0,"7",9011206,"沖縄県","南城市","大里仲間９１８番地",26.1755876,127.7451842,"098-882-8639","098-882-8862",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"指定居宅介護支援事業所　ケアプラン青の空",0,"7",9010612,"沖縄県","南城市","玉城當山8番地1",26.1427722,127.7670079,"098-852-6111","098-852-6112",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"こころ居宅介護支援事業所",0,"7",9010611,"沖縄県","南城市","玉城字富里173-2(1Ｆ)",26.1463073,127.7680192,"098-948-3931","098-948-3931",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"沖縄メディカル居宅介護支援事業所",0,"7",9011415,"沖縄県","南城市","佐敷新開1番地344",26.1754939,127.7773286,"098-947-3556","098-947-3550",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"花あかり　居宅介護支援事業所",0,"7",9010617,"沖縄県","南城市","玉城愛地361番地",26.1606778,127.7447792,"098-948-4071","098-948-4072",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援　ようき",0,"7",9011414,"沖縄県","南城市","佐敷津波古1354番地1",26.1850262,127.7736368,"098-852-5339","098-947-2339",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"えがおケアセンター",0,"7",9011204,"沖縄県","南城市","大里稲嶺１３１７番１",26.1590061,127.7323433,"098-852-7840","098-852-7841",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所　里のうさぎ",0,"7",9011204,"沖縄県","南城市","大里稲嶺2101-83コーポ呉屋103",26.1706056,127.7412394,"098-946-8183","098-946-8183",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"しらゆりの園指定居宅介護支援事業所",0,"7",9011207,"沖縄県","南城市","大里古堅820番地1",26.1929941,127.7405835,"098-917-0624","098-917-0654",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"介護支援センター　あまね",0,"7",9010619,"沖縄県","南城市","玉城屋嘉部455番１",26.1460738,127.7605449,"098-852-6125","098-852-6126",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ケアサポートセンターすまいる南城",0,"7",9011407,"沖縄県","南城市","字つきしろ１６７８番地２２５",26.1601151,127.7919695,"098-988-4182","098-988-4183",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ケアプランセンターほっ会期",0,"7",9011407,"沖縄県","南城市","つきしろ1232番地137",26.1595818,127.7930083,"098-948-2400","098-948-2400",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援センターうりずん",0,"7",9011301,"沖縄県","島尻郡与那原町","板良敷1281番地の１",26.1907478,127.7698563,"098-944-7000","098-944-7003",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"有限会社ファミリー看護婦家政婦紹介所",0,"7",9011303,"沖縄県","島尻郡与那原町","与那原3585番地",26.20013,127.7584538,"098-946-1224","098-946-1210",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援サービス　ふくよか",0,"7",9011303,"沖縄県","島尻郡与那原町","与那原431番地",26.202027,127.7572871,"098-944-2139","098-944-5502",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"与那原在宅ケアセンター居宅介護支援事業所",0,"7",9011303,"沖縄県","島尻郡与那原町","与那原１７９２番地１",26.206257,127.7533288,"098-945-8415","098-944-5710",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ケアプランひかり",0,"7",9011303,"沖縄県","島尻郡与那原町","与那原１１４５番地２",26.2124066,127.7598835,"098-946-0395","098-946-0332",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"与那原日の出園指定居宅介護支援事業所",0,"7",9011303,"沖縄県","島尻郡与那原町","字与那原3782番地の1",26.1977359,127.763573,"098-946-4764","098-945-3010",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所 さらばんじぃ",0,"7",9011303,"沖縄県","島尻郡与那原町","字与那原3687番2",26.2011992,127.7564733,"098-944-7406","098-944-7407",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ほがらか居宅介護支援事業所",0,"7",9011303,"沖縄県","島尻郡与那原町","与那原1122番地　",26.210604,127.7598003,"098-882-8082","098-882-8106",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ケアプランセンター　うみちか",0,"7",9011304,"沖縄県","島尻郡与那原町","東浜17番地の16",26.2073294,127.7618754,"098-882-0088","098-882-0089",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"沖縄第一病院指定居宅介護支援事業所",0,"7",9011111,"沖縄県","島尻郡南風原町","兼城642番地の１",26.194913,127.7259764,"098-889-5302","098-835-6166",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所はえばる",0,"7",9011105,"沖縄県","島尻郡南風原町","新川272番地17",26.2065756,127.7258951,"098-888-3405","098-888-3413",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ふたば　ケアプランセンター",0,"7",9011111,"沖縄県","島尻郡南風原町","字兼城274番地の1",26.196799,127.729476,"098-889-8913","098-889-8923",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"嬉の里指定居宅介護支援事業所",0,"7",9011105,"沖縄県","島尻郡南風原町","字新川538番地",26.2036593,127.7283145,"098-888-0591","098-889-8420",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"あい　介護センター",0,"7",9011117,"沖縄県","島尻郡南風原町","津嘉山１１１４－１",26.1938574,127.7185411,"098-894-4568","098-894-4138",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援はっぴー",0,"7",9011104,"沖縄県","島尻郡南風原町","字照屋299番地1　桃テラス102号室",26.18208,127.7258651,"098-882-6170","098-882-6171",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ケアセンター　野の花",0,"7",9011111,"沖縄県","島尻郡南風原町","兼城263番地の23",26.1965768,127.7296593,"098-889-3184","098-889-3343",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援ｾﾝﾀｰ　「とき」",0,"7",9011104,"沖縄県","島尻郡南風原町","宮平４２６番地１９",26.2057508,127.730317,"098-888-0515","098-888-0516",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"はえばる日の出園居宅介護支援事業所",0,"7",9011103,"沖縄県","島尻郡南風原町","字与那覇４４８番地の１",26.1993768,127.7405081,"098-946-5138","098-945-3010",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援センター　ベストかねぐすく",0,"7",9011111,"沖縄県","島尻郡南風原町","兼城２６５－１０",26.1962241,127.7287761,"098-888-4151","098-888-4152",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅支援事業所　縁",0,"7",9011111,"沖縄県","島尻郡南風原町","兼城132番地ｱﾊﾟｰﾄﾒﾝﾄあかみね103",26.1935902,127.7277131,"098-882-7220","098-882-7221",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"あいけい 居宅介護支援事業所",0,"7",9011111,"沖縄県","島尻郡南風原町","字兼城214番地の2",26.196835,127.726304,"098-996-2266","098-996-2267",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ケアプランあい",0,"7",9011116,"沖縄県","島尻郡南風原町","照屋253番地の６東宝19　１０３号室",26.1831094,127.7253252,"098-894-6071","098-894-6072",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"南部徳洲会病院　指定居宅介護支援事業所",0,"7",9010493,"沖縄県","島尻郡八重瀬町","字外間８０番地　（１階）",26.1778154,127.7145891,"098-998-3224","098-998-8644",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"指定居宅介護支援事業所東風の里",0,"7",9010411,"沖縄県","島尻郡八重瀬町","字友寄891番地の1",26.1696659,127.7255029,"098-998-9390","098-998-9393",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"指定居宅介護支援事業所　東風平第一",0,"7",9010411,"沖縄県","島尻郡八重瀬町","友寄42",26.1703381,127.7210339,"098-998-6987","098-998-6978",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"ときわ苑指定居宅介護支援センター",0,"7",9010414,"沖縄県","島尻郡八重瀬町","字当銘378番の1",26.1516441,127.6987229,"098-998-1200","098-998-8099",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"転生園指定居宅介護支援事業所",0,"7",9010514,"沖縄県","島尻郡八重瀬町","字安里670番地",26.1226276,127.7280176,"098-998-7652","098-998-7653",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"居宅介護支援事業所 ぐしちゃん",0,"7",9010512,"沖縄県","島尻郡八重瀬町","字具志1241番地1",26.1310941,127.7490908,"098-996-0001","098-996-0003",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"有限会社　ちゅら島介護支援ｻｰﾋﾞｽセンター",0,"7",9010401,"沖縄県","島尻郡八重瀬町","東風平1348番地の1",26.157775,127.7274448,"098-998-9013","098-998-9013",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"イリーゼ八重瀬居宅介護支援事業所",0,"7",9010501,"沖縄県","島尻郡八重瀬町","長毛159-1",26.1320053,127.7546986,"098-840-7861","098-840-7862",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"糸満市地域包括支援センター",0,"8",9010364,"沖縄県","糸満市","潮崎町１丁目１番地",26.1234313,127.6652257,"098-840-8133","098-840-8152",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-15"
"豊見城市地域包括支援センター",0,"8",9010292,"沖縄県","豊見城市","翁長８５４番地１１階",26.1610255,127.6688829,"098-856-7727","098-856-7876",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-15"
"南城市地域包括支援センター",0,"8",9011206,"沖縄県","南城市","大里仲間８０７番地",26.176107,127.7445397,"098-946-8980","098-882-8114",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-15"
"与那原町地域包括支援センター",0,"8",9011392,"沖縄県","島尻郡与那原町","上与那原１６番地",26.1995882,127.7547791,"098-945-1525","098-946-6074",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-15"
"南風原町地域包括支援センター",0,"8",9011111,"沖縄県","島尻郡南風原町","兼城６８６",26.1911219,127.7285542,"098-889-4416","098-889-7657",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-15"
"八重瀬町地域包括支援センター",0,"8",9010401,"沖縄県","島尻郡八重瀬町","東風平1188番地",26.1581776,127.7187067,"098-835-7247","098-835-7246",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-15"
"ひめゆりデイサービスセンター",0,"10",9010344,"沖縄県","糸満市","字伊原107番地の１",26.094737,127.684739,"098-997-3702","098-997-3703","玉城　利昭",,"8：30-18：00","8：30-18：00","8：30-18：00","8：30-18：00","8：30-18：00","8：30-18：00","祝日8:30-18：30","相談員：知念　良孝",,"指定なし",0,0,"沖縄徳洲会：ひめゆりクリニック",,"定休日：日曜日/年末年始。サービス提供時間は9：30分~17：00
介護予防サービスの実施/短時間のサービス提供無し。
male：hime@nantoku.org
","1",1,"2018-01-04","2018-04-05"
"沖縄偕生園デイサービスセンター",0,"10",9010341,"沖縄県","糸満市","字小波蔵321番地",26.1073495,127.6687648,"098-852-4101","098-852-4104","上里　享之","http://www.kaiseikai.org/","8:30-18:00 ","8:30-18:00 ","8:30-18:00 ","8:30-18:00 ","8:30-18:00 ","8:30-18:00 ","祝日8:30-18:00 ","沖縄偕生園デイサービスセンター","安田　ｴﾘｻﾞﾍﾞｯﾃ","月~土8：00－17：00",0,0,"併設：特別養護老人ホーム・養護老人ホーム","開園44年を迎えた歴史ある施設です。
ご利用者をはじめ、関係者・職員共にたくさんの笑顔とありがとうに包まれるよう日々取り組んでいます。
生活に関連した作業活動（手工芸・音楽・脳トレ等）を設定し選択して行って頂くことで「その人らしい生活」を送って頂けるように支援しています。","定休日：日曜日/12/31~1/3
介護予防サービスの実施/短時間のサービス提供あり。","1",1,"2018-01-04","2018-04-06"
"いとまんシャトー指定通所介護センター",0,"10",9010325,"沖縄県","糸満市","字大里927番地の２",26.1353393,127.6917292,"098-995-0008","098-995-2358","大城　初美","http://www.syato.ai-itoman.or.jp/day-service","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","8:30-17:30","祝日:8:30-17:30","生活相談員：新里みどり・宮城ユミ",,"月~土　8：30－17：30",0,0,"特別養護老人ホーム
短期入所
訪問介護
居宅介護","利用者・職員とも和気合いあいと笑顔あふれる事業所です。","定休日：日曜日/12/31~1/2
介護予防サービスの実施/短時間のサービス提供あり。","1",1,"2018-01-04","2018-04-06"
"老人デイサービスセンター　ソフィア",0,"10",9010301,"沖縄県","糸満市","字阿波根1029番地10",26.1519377,127.6779327,"098-994-8996","098-994-0062","新垣　直美","http://iwakikai.net/","9:30-17:00","9:30-17:00","9:30-17:00","9:30-17:00","9:30-17:00","9:30-17:00","祝:9:30-17：00","中沼　あづさ","老人デイサービスセンターソフィア","指定なし",0,0,"併設：障害者支援施設　ソフィア・障害者支援施設　更生ソフィア・障害者福祉サービス事業所　ソフィア
関連機関：西崎病院・サクラビア・西崎デイサービスセンター・朝日の家
","経験豊かなスタッフが優しくケアします。
看護師・理学療法士が勤務していますので、安心して活動が出来、お一人お一人にあったサービスを一緒に考えていきます。関連施設(西崎病院）との連携で万が一の際も安心です。","定休日：日曜日/12/31~1/3・災害、台風等、緊急時の休業があります。
介護予防サービスの実施/短時間のサービス提供あり。
※H28年度より予防通所介護Aを実施しています。","1",1,"2018-01-04","2018-04-05"
"デイサービス　あいまーる",0,"10",9010302,"沖縄県","糸満市","字潮平797番地の6　2階",26.1519374,127.6716468,"098-994-6935","098-994-6990",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
"デイサービスステーション　あい愛・ぴ～す館",0,"10",9010315,"沖縄県","糸満市","照屋808-1番地",26.1323144,127.6840048,"098-992-8168","098-992-8168",,,,,,,,,,,,,0,0,,,,"1",1,"2018-01-04","2018-02-13"
