"id","facility_id","question_cd","answer_cd","answer_conent","created_at","updated_at"
"2763","715","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2764","715","QZ011","AZ00000","28","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2765","715","QZ015","AZ00000","20","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2766","715","QZ013","AZ00000","4","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2767","715","QZ010","AZ00000","65.000円～75.000円","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2768","715","QZ009","AZ03002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2769","715","QZ016","AZ02003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2770","715","QZ007","AZ00001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2771","716","QA001","AA01003","","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2772","716","QA001","AA01007","","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2773","716","QA001","AA01012","","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2774","716","QA001","AA01015","","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2775","716","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2776","716","QZ012","AZ01003","","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2777","716","QZ011","AZ00000","5","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2778","716","QZ015","AZ00000","5","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2779","716","QZ010","AZ00000","90.000円　～","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2780","716","QZ009","AZ03001","","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2781","716","QZ016","AZ02002","","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2782","716","QZ007","AZ00001","","2018/1/4 00:00:00","2018/5/18 00:00:00"
"2783","717","QA001","AA01003","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2784","717","QA001","AA01007","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2785","717","QA001","AA01012","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2786","717","QA001","AA01015","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2787","717","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2788","717","QZ012","AZ01003","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2789","717","QZ011","AZ00000","9","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2790","717","QZ015","AZ00000","7","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2791","717","QZ013","AZ00000","1","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2792","717","QZ010","AZ00000","90.000円　～","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2793","717","QZ009","AZ03001","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2794","717","QZ016","AZ02002","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2795","717","QZ007","AZ00001","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2796","718","QA001","AA01003","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2797","718","QA001","AA01015","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2798","718","QA001","AA01020","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2799","718","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2800","718","QZ012","AZ01003","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2801","718","QZ012","AZ01004","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2802","718","QZ012","AZ01005","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2803","718","QZ011","AZ00000","9","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2804","718","QZ015","AZ00000","1","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2805","718","QZ013","AZ00000","1","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2806","718","QZ014","AZ00000","２","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2807","718","QZ010","AZ00000","60.000円　～60.000","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2808","718","QZ009","AZ03001","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2809","718","QZ016","AZ02002","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2810","718","QZ007","AZ00001","","2018/1/4 00:00:00","2018/5/30 00:00:00"
"2811","719","QA001","AA01002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2812","719","QA001","AA01008","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2813","719","QA001","AA01012","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2814","719","QA001","AA01013","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2815","719","QA001","AA01015","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2816","719","QA001","AA01017","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2817","719","QA002","AZ00000","要相談：経鼻栄養管理、胃ろう栄養管理、腸ろう栄養管理、気管切開、感染症（肝炎）、在宅酸素療法、中心静脈栄養（IVH）、創傷処置の必要な方、人工呼吸器、点滴の必要な方","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2818","719","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2819","719","QZ012","AZ01002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2820","719","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2821","719","QZ012","AZ01004","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2822","719","QZ011","AZ00000","10","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2823","719","QZ015","AZ00000","6","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2824","719","QZ013","AZ00000","2","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2825","719","QZ010","AZ00000","85.000円～85.000円","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2826","719","QZ009","AZ03001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2827","719","QZ016","AZ02003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2828","719","QZ007","AZ00001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2829","720","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2830","720","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2831","720","QZ011","AZ00000","11","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2832","720","QZ010","AZ00000","88.000円　～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2833","721","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2834","721","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2835","721","QZ011","AZ00000","22","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2836","721","QZ015","AZ00000","14","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2837","721","QZ013","AZ00000","4","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2838","721","QZ010","AZ00000","91.000円　～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2839","722","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2840","722","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2841","722","QZ011","AZ00000","10","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2842","722","QZ010","AZ00000","88.000円～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2843","723","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2844","723","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2845","723","QZ011","AZ00000","15","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2846","723","QZ015","AZ00000","5","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2847","723","QZ013","AZ00000","1","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2848","723","QZ014","AZ00000","３人部屋：3室、４人部屋：1室","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2849","723","QZ010","AZ00000","70.000円～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2850","724","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2851","724","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2852","724","QZ011","AZ00000","5","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2853","724","QZ014","AZ00000","５人部屋：１室","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2854","724","QZ010","AZ00000","70.000円　～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2855","725","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2856","725","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2857","725","QZ011","AZ00000","9","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2858","725","QZ010","AZ00000","100.000円　～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2859","726","QA001","AA01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2860","726","QA002","AZ00000","要相談：認知症を有する方で徘徊など見守りが必要な方、人工透析、終末期（看取り）","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2861","726","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2862","726","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2863","726","QZ012","AZ01004","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2864","726","QZ011","AZ00000","11","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2865","726","QZ015","AZ00000","11","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2866","726","QZ010","AZ00000","100.000円　～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2867","726","QZ009","AZ03001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2868","726","QZ016","AZ02002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2869","726","QZ007","AZ00001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2870","727","QA001","AA01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2871","727","QA002","AZ00000","要相談：人工透析、認知症を有する方で徘徊など見守りが必要な方、終末期（看取り）","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2872","727","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2873","727","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2874","727","QZ012","AZ01004","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2875","727","QZ011","AZ00000","18","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2876","727","QZ015","AZ00000","18","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2877","727","QZ010","AZ00000","100.000円　～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2878","727","QZ009","AZ03001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2879","727","QZ016","AZ02003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2880","727","QZ007","AZ00001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2881","728","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2882","728","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2883","728","QZ011","AZ00000","18","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2884","728","QZ010","AZ00000","97.200円　～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2885","729","QA001","AA01008","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2886","729","QA002","AZ00000","要相談：褥瘡処置の必要な方、創傷処置の必要な方、認知症を有する方で徘徊など見守りが必要な方、精神疾患を有する方","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2887","729","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2888","729","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2889","729","QZ012","AZ01004","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2890","729","QZ012","AZ01005","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2891","729","QZ011","AZ00000","8","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2892","729","QZ015","AZ00000","8","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2893","729","QZ010","AZ00000","53.000円　～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2894","729","QZ009","AZ03002","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2895","729","QZ016","AZ02003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2896","729","QZ007","AZ00001","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2897","730","QA001","AA01002","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2898","730","QA001","AA01007","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2899","730","QA001","AA01009","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2900","730","QA001","AA01016","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2901","730","QA001","AA01017","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2902","730","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2903","730","QZ012","AZ01003","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2904","730","QZ012","AZ01004","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2905","730","QZ012","AZ01005","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2906","730","QZ011","AZ00000","15","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2907","730","QZ015","AZ00000","1","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2908","730","QZ013","AZ00000","7","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2909","730","QZ010","AZ00000","87.000円　～　　　　介護サービス利用料や医療費、おむつ代は除く","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2910","730","QZ009","AZ03002","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2911","730","QZ016","AZ02002","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2912","730","QZ007","AZ00001","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2913","731","QA001","AA01003","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2914","731","QA001","AA01015","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2915","731","QA001","AA01020","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2916","731","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2917","731","QZ012","AZ01003","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2918","731","QZ012","AZ01004","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2919","731","QZ012","AZ01005","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2920","731","QZ011","AZ00000","15","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2921","731","QZ015","AZ00000","2","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2922","731","QZ013","AZ00000","5","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2923","731","QZ010","AZ00000","61.250円　～　87.500　　　介護サービス利用料や医療費、おむつ代は除く","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2924","731","QZ009","AZ03001","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2925","731","QZ016","AZ02003","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2926","731","QZ007","AZ00001","","2018/1/4 00:00:00","2018/5/21 00:00:00"
"2927","732","QH001","AH01004","有料老人ホーム","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2928","732","QZ012","AZ01003","","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2929","732","QZ011","AZ00000","4","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2930","732","QZ010","AZ00000","80.000円　～","2018/1/4 00:00:00","2018/2/13 00:00:00"
"2931","733","QA003","AA02002","","2018/1/9 00:00:00","2018/6/14 00:00:00"
"2932","738","QA003","AA02001","","2018/1/9 00:00:00","2018/6/11 00:00:00"
"2933","740","QA003","AA02003","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2934","740","QA003","AA02004","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2935","743","QA003","AA02005","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"2936","743","QZ001","AZ00001","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"2937","744","QA003","AA02001","","2018/1/9 00:00:00","2018/6/14 00:00:00"
"2938","744","QA003","AA02005","","2018/1/9 00:00:00","2018/6/14 00:00:00"
"2939","744","QA003","AA02006","","2018/1/9 00:00:00","2018/6/14 00:00:00"
"2940","744","QE001","AZ00001","","2018/1/9 00:00:00","2018/6/14 00:00:00"
"2941","744","QZ001","AZ00001","","2018/1/9 00:00:00","2018/6/14 00:00:00"
"2942","745","QA004","AZ00000","施設内のみ","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2943","746","QA003","AA02001","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2944","746","QA003","AA02005","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2945","746","QA003","AA02006","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2946","746","QZ001","AZ00001","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2947","747","QA003","AA02006","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2948","747","QE001","AZ00001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2949","747","QZ001","AZ00001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2950","748","QA003","AA02006","","2018/1/9 00:00:00","2018/6/14 00:00:00"
"2951","748","QE001","AZ00001","","2018/1/9 00:00:00","2018/6/14 00:00:00"
"2952","748","QZ001","AZ00001","","2018/1/9 00:00:00","2018/6/14 00:00:00"
"2953","750","QA003","AA02001","","2018/1/9 00:00:00","2018/2/14 00:00:00"
"2954","750","QA003","AA02005","","2018/1/9 00:00:00","2018/2/14 00:00:00"
"2955","750","QA003","AA02006","","2018/1/9 00:00:00","2018/2/14 00:00:00"
"2956","750","QE001","AZ00001","","2018/1/9 00:00:00","2018/2/14 00:00:00"
"2957","750","QZ001","AZ00001","","2018/1/9 00:00:00","2018/2/14 00:00:00"
"2958","752","QA003","AA02001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2959","752","QA003","AA02002","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2960","752","QA003","AA02003","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2961","752","QA003","AA02004","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2962","752","QA003","AA02005","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2963","752","QA003","AA02006","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2964","752","QA004","AZ00000","宜野座村、金武町、恩納村","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2965","752","QZ001","AZ00001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2966","759","QA003","AA02001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2967","759","QA003","AA02002","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2968","759","QA003","AA02003","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2969","759","QA003","AA02004","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2970","759","QA003","AA02005","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2971","759","QA003","AA02006","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2972","759","QZ001","AZ00001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2973","762","QA003","AA02001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2974","762","QA003","AA02005","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2975","762","QA003","AA02006","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2976","762","QZ001","AZ00001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2977","764","QA003","AA02001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2978","764","QA003","AA02006","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2979","764","QZ001","AZ00001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2980","767","QA003","AA02001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2981","767","QA003","AA02005","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2982","767","QA003","AA02006","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2983","767","QZ001","AZ00001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2984","768","QA003","AA02001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2985","768","QA003","AA02005","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2986","768","QA003","AA02006","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2987","768","QZ001","AZ00001","","2018/1/9 00:00:00","2018/2/13 00:00:00"
"2988","769","QA003","AA02001","","2018/1/9 00:00:00","2018/6/7 00:00:00"
"2989","769","QA003","AA02004","","2018/1/9 00:00:00","2018/6/7 00:00:00"
"2990","769","QA003","AA02005","","2018/1/9 00:00:00","2018/6/7 00:00:00"
"2991","769","QA003","AA02006","","2018/1/9 00:00:00","2018/6/7 00:00:00"
"2992","769","QE001","AZ00001","","2018/1/9 00:00:00","2018/6/7 00:00:00"
"2993","769","QZ001","AZ00001","","2018/1/9 00:00:00","2018/6/7 00:00:00"
"2994","770","QA003","AA02001","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2995","770","QA003","AA02002","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2996","770","QA003","AA02003","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2997","770","QA003","AA02004","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2998","770","QA003","AA02005","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"2999","770","QA003","AA02006","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3000","770","QE001","AZ00001","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3001","770","QZ001","AZ00001","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3002","772","QA003","AA02001","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3003","772","QA003","AA02002","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3004","772","QA003","AA02003","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3005","772","QA003","AA02004","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3006","772","QA003","AA02005","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3007","772","QA003","AA02006","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3008","772","QE001","AZ00001","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3009","772","QZ001","AZ00001","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3010","774","QA003","AA02001","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3011","774","QA003","AA02002","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3012","774","QA003","AA02003","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3013","774","QA003","AA02004","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3014","774","QA003","AA02005","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3015","774","QA003","AA02006","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3016","774","QZ001","AZ00001","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3017","775","QA003","AA02001","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3018","775","QA003","AA02002","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3019","775","QA003","AA02003","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3020","775","QA003","AA02004","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3021","775","QA003","AA02005","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3022","775","QA003","AA02006","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3023","775","QZ001","AZ00001","","2018/1/9 00:00:00","2018/5/24 00:00:00"
"3024","777","QA001","AA01001","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3025","777","QA001","AA01002","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3026","777","QA001","AA01003","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3027","777","QA001","AA01004","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3028","777","QA001","AA01005","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3029","777","QA001","AA01006","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3030","777","QA001","AA01007","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3031","777","QA001","AA01008","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3032","777","QA001","AA01009","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3033","777","QA001","AA01010","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3034","777","QA001","AA01013","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3035","777","QA001","AA01014","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3036","777","QA001","AA01015","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3037","777","QA001","AA01016","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3038","777","QA001","AA01017","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3039","777","QA001","AA01018","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3040","777","QA003","AA02001","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3041","777","QA003","AA02003","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3042","777","QA003","AA02004","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3043","777","QA003","AA02005","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3044","777","QA003","AA02006","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3045","777","QZ003","AZ00001","","2018/1/9 00:00:00","2018/4/27 00:00:00"
"3046","778","QA001","AA01001","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3047","778","QA001","AA01002","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3048","778","QA001","AA01003","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3049","778","QA001","AA01004","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3050","778","QA001","AA01005","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3051","778","QA001","AA01006","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3052","778","QA001","AA01007","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3053","778","QA001","AA01008","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3054","778","QA001","AA01009","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3055","778","QA001","AA01010","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3056","778","QA001","AA01013","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3057","778","QA001","AA01014","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3058","778","QA001","AA01015","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3059","778","QA001","AA01016","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3060","778","QA001","AA01017","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3061","778","QA001","AA01018","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3062","778","QA001","AA01020","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3063","778","QA001","AA01021","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3064","778","QA003","AA02001","","2018/1/9 00:00:00","2018/5/30 00:00:00"
"3065","778","QA003","AA02005","","2018/1/9 00:00:00","2018/5/30 00:00:00"
