"facility_id","question_cd","answer_cd","answer_conent","created_at","updated_at"
"666","QA001","AA01018","","2018-01-04","2018-02-13"
"666","QA001","AA01020","","2018-01-04","2018-02-13"
"666","QA001","AA01021","","2018-01-04","2018-02-13"
"666","QA001","AA01022","","2018-01-04","2018-02-13"
"666","QA002","AZ00000","要相談：腸ろう栄養管理、留置カテーテルの必要な方、中心静脈栄養（ＩＶＨ）","2018-01-04","2018-02-13"
"667","QA001","AA01003","","2018-01-04","2018-02-13"
"667","QA002","AZ00000","要相談：胃ろう栄養管理、留置カテーテルの必要な方、感染症（肝炎、ＭＲＳＡなど）、褥瘡処置の必要な方、創傷処置の必要な方、人工呼吸器、認知症を有する方で徘徊など見守りが必要な方、人工透析、精神疾患を有する方","2018-01-04","2018-02-13"
"674","QA002","AZ00000","要相談：胃ろう栄養管理、人工肛門（ストマ管理）、留置カテーテルの必要な方、痰吸引、在宅酸素療法、褥瘡処置の必要な方、創傷処置の必要な方、認知症を有する方で徘徊など見守りが必要な方、終末期、精神疾患を有する方","2018-01-04","2018-06-12"
"679","QA002","AZ00000","要相談：胃ろう栄養管理、留置カテーテルの必要な方、褥瘡処置の必要な方（状態による）、在宅酸素療法、インスリン注射、認知症を有する方で徘徊など見守りが必要な方（状態による）","2018-01-04","2018-02-27"
"681","QA001","AA01001","","2018-01-04","2018-04-24"
"681","QA001","AA01002","","2018-01-04","2018-04-24"
"681","QA001","AA01003","","2018-01-04","2018-04-24"
"681","QA001","AA01007","","2018-01-04","2018-04-24"
"681","QA001","AA01008","","2018-01-04","2018-04-24"
"681","QA001","AA01013","","2018-01-04","2018-04-24"
"681","QA001","AA01015","","2018-01-04","2018-04-24"
"681","QA001","AA01016","","2018-01-04","2018-04-24"
"681","QA001","AA01017","","2018-01-04","2018-04-24"
"681","QA001","AA01019","","2018-01-04","2018-04-24"
"681","QA002","AZ00000","要相談：感染症（肝炎、MRSAなど）、精神疾患を有する方","2018-01-04","2018-04-24"
"683","QA001","AA01001","","2018-01-04","2018-02-13"
"683","QA001","AA01002","","2018-01-04","2018-02-13"
"683","QA001","AA01004","","2018-01-04","2018-02-13"
"683","QA001","AA01007","","2018-01-04","2018-02-13"
"683","QA001","AA01012","","2018-01-04","2018-02-13"
"683","QA001","AA01013","","2018-01-04","2018-02-13"
"683","QA001","AA01015","","2018-01-04","2018-02-13"
"683","QA001","AA01017","","2018-01-04","2018-02-13"
"683","QA001","AA01018","","2018-01-04","2018-02-13"
"683","QA002","AZ00000","要相談：感染症（肝炎、MRSAなど）、腸ろう栄養管理、在宅酸素療法、創傷処置の必要な方、人工透析、終末期（看取り）","2018-01-04","2018-02-13"
"684","QA001","AA01002","","2018-01-04","2018-02-13"
"684","QA001","AA01003","","2018-01-04","2018-02-13"
"684","QA001","AA01007","","2018-01-04","2018-02-13"
"684","QA001","AA01008","","2018-01-04","2018-02-13"
"684","QA001","AA01012","","2018-01-04","2018-02-13"
"684","QA001","AA01015","","2018-01-04","2018-02-13"
"684","QA001","AA01016","","2018-01-04","2018-02-13"
"684","QA001","AA01017","","2018-01-04","2018-02-13"
"684","QA002","AZ00000","要相談：胃ろう栄養管理、気管切開、感染症（肝炎、MRSAなど）、腸ろう栄養管理、痰吸引、中心静脈栄養（IVH)、点滴の必要な方、人工透析","2018-01-04","2018-02-13"
"685","QA001","AA01001","","2018-01-04","2018-02-27"
"685","QA001","AA01007","","2018-01-04","2018-02-27"
"685","QA001","AA01016","","2018-01-04","2018-02-27"
"685","QA001","AA01017","","2018-01-04","2018-02-27"
"685","QA002","AZ00000","要相談：感染症（肝炎、ＭＲＳＡなど）、腸ろう栄養管理、痰吸引が必要な方、在宅酸素療法、インスリン注射、点滴の必要な方、認知症を有する方で徘徊など見守りが必要な方、人工透析、精神疾患を有する方","2018-01-04","2018-02-27"
"689","QA001","AA01002","","2018-01-04","2018-02-13"
"689","QA001","AA01007","","2018-01-04","2018-02-13"
"689","QA001","AA01008","","2018-01-04","2018-02-13"
"689","QA001","AA01012","","2018-01-04","2018-02-13"
"689","QA001","AA01016","","2018-01-04","2018-02-13"
"689","QA001","AA01017","","2018-01-04","2018-02-13"
"689","QA002","AZ00000","要相談：胃ろう栄養管理、感染症（肝炎、MRSAなど）、腸ろう栄養管理、痰吸引、在宅酸素療法、点滴の必要な方、認知症を有する方で徘徊など見守りが必要な方、人工透析","2018-01-04","2018-02-13"
"690","QA001","AA01001","","2018-01-04","2018-02-13"
"690","QA001","AA01012","","2018-01-04","2018-02-13"
"690","QA001","AA01015","","2018-01-04","2018-02-13"
"690","QA001","AA01016","","2018-01-04","2018-02-13"
"690","QA001","AA01017","","2018-01-04","2018-02-13"
"690","QA002","AZ00000","要相談：留置カテーテルの必要な方、感染症（肝炎、MRSAなど）、痰吸引、在宅酸素療法、点滴の必要な方、終末期（看取り）","2018-01-04","2018-02-13"
"692","QA001","AA01001","","2018-01-04","2018-05-08"
"692","QA001","AA01002","","2018-01-04","2018-05-08"
"692","QA001","AA01003","","2018-01-04","2018-05-08"
"692","QA001","AA01004","","2018-01-04","2018-05-08"
"692","QA001","AA01005","","2018-01-04","2018-05-08"
"692","QA001","AA01007","","2018-01-04","2018-05-08"
"692","QA001","AA01008","","2018-01-04","2018-05-08"
"692","QA001","AA01009","","2018-01-04","2018-05-08"
"692","QA001","AA01013","","2018-01-04","2018-05-08"
"692","QA001","AA01014","","2018-01-04","2018-05-08"
"692","QA001","AA01015","","2018-01-04","2018-05-08"
"692","QA001","AA01016","","2018-01-04","2018-05-08"
"692","QA001","AA01017","","2018-01-04","2018-05-08"
"692","QA001","AA01018","","2018-01-04","2018-05-08"
"692","QA001","AA01019","","2018-01-04","2018-05-08"
"692","QA001","AA01020","","2018-01-04","2018-05-08"
"692","QA001","AA01021","","2018-01-04","2018-05-08"
"695","QA001","AA01002","","2018-01-04","2018-02-13"
"695","QA001","AA01003","","2018-01-04","2018-02-13"
"695","QA001","AA01004","","2018-01-04","2018-02-13"
"695","QA001","AA01005","","2018-01-04","2018-02-13"
"695","QA001","AA01006","","2018-01-04","2018-02-13"
"695","QA001","AA01007","","2018-01-04","2018-02-13"
"695","QA001","AA01008","","2018-01-04","2018-02-13"
"695","QA001","AA01012","","2018-01-04","2018-02-13"
"695","QA001","AA01013","","2018-01-04","2018-02-13"
"695","QA001","AA01015","","2018-01-04","2018-02-13"
"695","QA001","AA01016","","2018-01-04","2018-02-13"
"695","QA001","AA01017","","2018-01-04","2018-02-13"
"695","QA001","AA01019","","2018-01-04","2018-02-13"
"695","QA001","AA01021","","2018-01-04","2018-02-13"
"695","QA002","AZ00000","要相談：胃ろう栄養管理、経鼻栄養管理","2018-01-04","2018-02-13"
"696","QA001","AA01001","","2018-01-04","2018-02-13"
"696","QA001","AA01015","","2018-01-04","2018-02-13"
"696","QA001","AA01016","","2018-01-04","2018-02-13"
"696","QA001","AA01017","","2018-01-04","2018-02-13"
"696","QA002","AZ00000","要相談：人工肛門（ストマ管理）、留置カテーテルの必要な方、経鼻栄養管理、痰吸引、在宅酸素療法、精神疾患を有する方","2018-01-04","2018-02-13"
"702","QA001","AA01007","","2018-01-04","2018-02-13"
"702","QA001","AA01008","","2018-01-04","2018-02-13"
"702","QA001","AA01012","","2018-01-04","2018-02-13"
"702","QA001","AA01013","","2018-01-04","2018-02-13"
"702","QA001","AA01015","","2018-01-04","2018-02-13"
"702","QA001","AA01016","","2018-01-04","2018-02-13"
"702","QA001","AA01017","","2018-01-04","2018-02-13"
"702","QA001","AA01021","","2018-01-04","2018-02-13"
"705","QA001","AA01002","","2018-01-04","2018-02-13"
"705","QA001","AA01008","","2018-01-04","2018-02-13"
"705","QA001","AA01020","","2018-01-04","2018-02-13"
"705","QA002","AZ00000","要相談：留置カテーテルの必要な方、感染症（肝炎、MRSAなど）、在宅酸素療法、認知症を有する方で徘徊など見守りが必要な方、精神疾患を有する方","2018-01-04","2018-02-13"
"708","QA001","AA01001","","2018-01-04","2018-05-30"
"708","QA001","AA01002","","2018-01-04","2018-05-30"
"708","QA001","AA01003","","2018-01-04","2018-05-30"
"708","QA001","AA01007","","2018-01-04","2018-05-30"
"708","QA001","AA01008","","2018-01-04","2018-05-30"
"708","QA001","AA01012","","2018-01-04","2018-05-30"
"708","QA001","AA01013","","2018-01-04","2018-05-30"
"708","QA001","AA01015","","2018-01-04","2018-05-30"
"708","QA001","AA01016","","2018-01-04","2018-05-30"
"708","QA001","AA01017","","2018-01-04","2018-05-30"
"708","QA001","AA01018","","2018-01-04","2018-05-30"
"708","QA001","AA01019","","2018-01-04","2018-05-30"
"708","QA001","AA01020","","2018-01-04","2018-05-30"
"710","QA001","AA01002","","2018-01-04","2018-02-13"
"710","QA001","AA01003","","2018-01-04","2018-02-13"
"710","QA001","AA01004","","2018-01-04","2018-02-13"
"710","QA001","AA01020","","2018-01-04","2018-02-13"
"710","QA002","AZ00000","要相談：胃ろう栄養管理、経鼻栄養管理、腸ろう栄養管理、留置カテーテルの必要な方、感染症（肝炎、ＭＲＳＡなど）、痰吸引、褥瘡処置の必要な方、創傷処置の必要な方、中心静脈栄養（IVH）、点滴の必要な方、認知症を有する方で徘徊など見守りが必要な方、終末期（看取り）、精神疾患を有する方","2018-01-04","2018-02-13"
"711","QA001","AA01001","","2018-01-04","2018-02-13"
"711","QA001","AA01002","","2018-01-04","2018-02-13"
"711","QA001","AA01003","","2018-01-04","2018-02-13"
"711","QA001","AA01008","","2018-01-04","2018-02-13"
"711","QA001","AA01013","","2018-01-04","2018-02-13"
"711","QA001","AA01017","","2018-01-04","2018-02-13"
"711","QA002","AZ00000","要相談：留置カテーテルの必要な方、経鼻栄養管理、感染症（肝炎、MRSAなど）、腸ろう栄養管理、創傷処置の必要な方、点滴の必要な方、認知症を有する方で徘徊など見守りが必要な方、精神疾患を有する方","2018-01-04","2018-02-13"
"712","QA002","AZ00000","要相談：胃ろう栄養管理、腸ろう栄養管理酸素療法をされている患者、人工透析、人工肛門（ストマ管理）、痰吸引、点滴の必要な方、終末期(看取り）、留置カテーテルの必要な方、感染症（肝炎、ＭＲＳＡなど）、褥瘡処置の必要な方、創傷処置の必要な方、認知症を有する方で徘徊など見守りが必要な方、精神疾患を有する方","2018-01-04","2018-02-13"
"715","QA001","AA01001","","2018-01-04","2018-02-13"
"715","QA001","AA01002","","2018-01-04","2018-02-13"
"715","QA001","AA01003","","2018-01-04","2018-02-13"
"715","QA001","AA01007","","2018-01-04","2018-02-13"
"715","QA001","AA01013","","2018-01-04","2018-02-13"
"715","QA001","AA01015","","2018-01-04","2018-02-13"
"715","QA001","AA01016","","2018-01-04","2018-02-13"
"715","QA001","AA01017","","2018-01-04","2018-02-13"
"715","QA001","AA01020","","2018-01-04","2018-02-13"
"716","QA001","AA01003","","2018-01-04","2018-05-18"
"716","QA001","AA01007","","2018-01-04","2018-05-18"
"716","QA001","AA01012","","2018-01-04","2018-05-18"
"716","QA001","AA01015","","2018-01-04","2018-05-18"
"717","QA001","AA01003","","2018-01-04","2018-05-30"
"717","QA001","AA01007","","2018-01-04","2018-05-30"
"717","QA001","AA01012","","2018-01-04","2018-05-30"
"717","QA001","AA01015","","2018-01-04","2018-05-30"
"718","QA001","AA01003","","2018-01-04","2018-05-30"
"718","QA001","AA01015","","2018-01-04","2018-05-30"
"718","QA001","AA01020","","2018-01-04","2018-05-30"
"719","QA001","AA01002","","2018-01-04","2018-02-13"
"719","QA001","AA01008","","2018-01-04","2018-02-13"
"719","QA001","AA01012","","2018-01-04","2018-02-13"
"719","QA001","AA01013","","2018-01-04","2018-02-13"
"719","QA001","AA01015","","2018-01-04","2018-02-13"
"719","QA001","AA01017","","2018-01-04","2018-02-13"
"719","QA002","AZ00000","要相談：経鼻栄養管理、胃ろう栄養管理、腸ろう栄養管理、気管切開、感染症（肝炎）、在宅酸素療法、中心静脈栄養（IVH）、創傷処置の必要な方、人工呼吸器、点滴の必要な方","2018-01-04","2018-02-13"
"726","QA001","AA01003","","2018-01-04","2018-02-13"
"726","QA002","AZ00000","要相談：認知症を有する方で徘徊など見守りが必要な方、人工透析、終末期（看取り）","2018-01-04","2018-02-13"
"727","QA001","AA01003","","2018-01-04","2018-02-13"
"727","QA002","AZ00000","要相談：人工透析、認知症を有する方で徘徊など見守りが必要な方、終末期（看取り）","2018-01-04","2018-02-13"
"729","QA001","AA01008","","2018-01-04","2018-02-13"
"729","QA002","AZ00000","要相談：褥瘡処置の必要な方、創傷処置の必要な方、認知症を有する方で徘徊など見守りが必要な方、精神疾患を有する方","2018-01-04","2018-02-13"
"730","QA001","AA01002","","2018-01-04","2018-05-21"
"730","QA001","AA01007","","2018-01-04","2018-05-21"
"730","QA001","AA01009","","2018-01-04","2018-05-21"
"730","QA001","AA01016","","2018-01-04","2018-05-21"
"730","QA001","AA01017","","2018-01-04","2018-05-21"
"731","QA001","AA01003","","2018-01-04","2018-05-21"
"731","QA001","AA01015","","2018-01-04","2018-05-21"
"731","QA001","AA01020","","2018-01-04","2018-05-21"
"733","QA003","AA02002","","2018-01-09","2018-06-14"
"738","QA003","AA02001","","2018-01-09","2018-06-11"
"740","QA003","AA02003","","2018-01-09","2018-05-30"
"740","QA003","AA02004","","2018-01-09","2018-05-30"
"743","QA003","AA02005","","2018-01-09","2018-05-24"
"744","QA003","AA02001","","2018-01-09","2018-06-14"
"744","QA003","AA02005","","2018-01-09","2018-06-14"
"744","QA003","AA02006","","2018-01-09","2018-06-14"
"746","QA003","AA02001","","2018-01-09","2018-05-30"
"746","QA003","AA02005","","2018-01-09","2018-05-30"
"746","QA003","AA02006","","2018-01-09","2018-05-30"
"747","QA003","AA02006","","2018-01-09","2018-02-13"
"748","QA003","AA02006","","2018-01-09","2018-06-14"
"750","QA003","AA02001","","2018-01-09","2018-02-14"
"750","QA003","AA02005","","2018-01-09","2018-02-14"
"750","QA003","AA02006","","2018-01-09","2018-02-14"
"752","QA003","AA02001","","2018-01-09","2018-02-13"
"752","QA003","AA02002","","2018-01-09","2018-02-13"
"752","QA003","AA02003","","2018-01-09","2018-02-13"
"752","QA003","AA02004","","2018-01-09","2018-02-13"
"752","QA003","AA02005","","2018-01-09","2018-02-13"
"752","QA003","AA02006","","2018-01-09","2018-02-13"
"759","QA003","AA02001","","2018-01-09","2018-02-13"
"759","QA003","AA02002","","2018-01-09","2018-02-13"
"759","QA003","AA02003","","2018-01-09","2018-02-13"
"759","QA003","AA02004","","2018-01-09","2018-02-13"
"759","QA003","AA02005","","2018-01-09","2018-02-13"
"759","QA003","AA02006","","2018-01-09","2018-02-13"
"762","QA003","AA02001","","2018-01-09","2018-02-13"
"762","QA003","AA02005","","2018-01-09","2018-02-13"
"762","QA003","AA02006","","2018-01-09","2018-02-13"
"764","QA003","AA02001","","2018-01-09","2018-02-13"
"764","QA003","AA02006","","2018-01-09","2018-02-13"
"767","QA003","AA02001","","2018-01-09","2018-02-13"
"767","QA003","AA02005","","2018-01-09","2018-02-13"
"767","QA003","AA02006","","2018-01-09","2018-02-13"
"768","QA003","AA02001","","2018-01-09","2018-02-13"
"768","QA003","AA02005","","2018-01-09","2018-02-13"
"768","QA003","AA02006","","2018-01-09","2018-02-13"
"769","QA003","AA02001","","2018-01-09","2018-06-07"
"769","QA003","AA02004","","2018-01-09","2018-06-07"
"769","QA003","AA02005","","2018-01-09","2018-06-07"
"769","QA003","AA02006","","2018-01-09","2018-06-07"
"770","QA003","AA02001","","2018-01-09","2018-05-30"
"770","QA003","AA02002","","2018-01-09","2018-05-30"
"770","QA003","AA02003","","2018-01-09","2018-05-30"
"770","QA003","AA02004","","2018-01-09","2018-05-30"
"770","QA003","AA02005","","2018-01-09","2018-05-30"
"770","QA003","AA02006","","2018-01-09","2018-05-30"
"772","QA003","AA02001","","2018-01-09","2018-05-30"
"772","QA003","AA02002","","2018-01-09","2018-05-30"
"772","QA003","AA02003","","2018-01-09","2018-05-30"
"772","QA003","AA02004","","2018-01-09","2018-05-30"
"772","QA003","AA02005","","2018-01-09","2018-05-30"
"772","QA003","AA02006","","2018-01-09","2018-05-30"
"774","QA003","AA02001","","2018-01-09","2018-05-24"
"774","QA003","AA02002","","2018-01-09","2018-05-24"
"774","QA003","AA02003","","2018-01-09","2018-05-24"
"774","QA003","AA02004","","2018-01-09","2018-05-24"
"774","QA003","AA02005","","2018-01-09","2018-05-24"
"774","QA003","AA02006","","2018-01-09","2018-05-24"
"775","QA003","AA02001","","2018-01-09","2018-05-24"
"775","QA003","AA02002","","2018-01-09","2018-05-24"
"775","QA003","AA02003","","2018-01-09","2018-05-24"
"775","QA003","AA02004","","2018-01-09","2018-05-24"
"775","QA003","AA02005","","2018-01-09","2018-05-24"
"775","QA003","AA02006","","2018-01-09","2018-05-24"
"777","QA001","AA01001","","2018-01-09","2018-04-27"
"777","QA001","AA01002","","2018-01-09","2018-04-27"
"777","QA001","AA01003","","2018-01-09","2018-04-27"
"777","QA001","AA01004","","2018-01-09","2018-04-27"
"777","QA001","AA01005","","2018-01-09","2018-04-27"
"777","QA001","AA01006","","2018-01-09","2018-04-27"
"777","QA001","AA01007","","2018-01-09","2018-04-27"
"777","QA001","AA01008","","2018-01-09","2018-04-27"
"777","QA001","AA01009","","2018-01-09","2018-04-27"
"777","QA001","AA01010","","2018-01-09","2018-04-27"
"777","QA001","AA01013","","2018-01-09","2018-04-27"
"777","QA001","AA01014","","2018-01-09","2018-04-27"
"777","QA001","AA01015","","2018-01-09","2018-04-27"
"777","QA001","AA01016","","2018-01-09","2018-04-27"
"777","QA001","AA01017","","2018-01-09","2018-04-27"
"777","QA001","AA01018","","2018-01-09","2018-04-27"
"777","QA003","AA02001","","2018-01-09","2018-04-27"
"777","QA003","AA02003","","2018-01-09","2018-04-27"
"777","QA003","AA02004","","2018-01-09","2018-04-27"
"777","QA003","AA02005","","2018-01-09","2018-04-27"
"777","QA003","AA02006","","2018-01-09","2018-04-27"
"778","QA001","AA01001","","2018-01-09","2018-05-30"
"778","QA001","AA01002","","2018-01-09","2018-05-30"
"778","QA001","AA01003","","2018-01-09","2018-05-30"
"778","QA001","AA01004","","2018-01-09","2018-05-30"
"778","QA001","AA01005","","2018-01-09","2018-05-30"
"778","QA001","AA01006","","2018-01-09","2018-05-30"
"778","QA001","AA01007","","2018-01-09","2018-05-30"
"778","QA001","AA01008","","2018-01-09","2018-05-30"
"778","QA001","AA01009","","2018-01-09","2018-05-30"
"778","QA001","AA01010","","2018-01-09","2018-05-30"
"778","QA001","AA01013","","2018-01-09","2018-05-30"
"778","QA001","AA01014","","2018-01-09","2018-05-30"
"778","QA001","AA01015","","2018-01-09","2018-05-30"
"778","QA001","AA01016","","2018-01-09","2018-05-30"
"778","QA001","AA01017","","2018-01-09","2018-05-30"
"778","QA001","AA01018","","2018-01-09","2018-05-30"
"778","QA001","AA01020","","2018-01-09","2018-05-30"
"778","QA001","AA01021","","2018-01-09","2018-05-30"
"778","QA003","AA02001","","2018-01-09","2018-05-30"
"778","QA003","AA02005","","2018-01-09","2018-05-30"
"778","QA003","AA02006","","2018-01-09","2018-05-30"
"779","QA001","AA01002","","2018-01-09","2018-04-27"
"779","QA001","AA01003","","2018-01-09","2018-04-27"
"779","QA001","AA01004","","2018-01-09","2018-04-27"
"779","QA001","AA01005","","2018-01-09","2018-04-27"
"779","QA001","AA01006","","2018-01-09","2018-04-27"
"779","QA001","AA01007","","2018-01-09","2018-04-27"
"779","QA001","AA01008","","2018-01-09","2018-04-27"
"779","QA001","AA01009","","2018-01-09","2018-04-27"
"779","QA001","AA01013","","2018-01-09","2018-04-27"
"779","QA001","AA01014","","2018-01-09","2018-04-27"
"779","QA001","AA01015","","2018-01-09","2018-04-27"
"779","QA001","AA01016","","2018-01-09","2018-04-27"
"779","QA001","AA01017","","2018-01-09","2018-04-27"
"779","QA001","AA01018","","2018-01-09","2018-04-27"
"779","QA003","AA02001","","2018-01-09","2018-04-27"
"780","QA001","AA01001","","2018-01-09","2018-04-27"
"780","QA001","AA01002","","2018-01-09","2018-04-27"
"780","QA001","AA01003","","2018-01-09","2018-04-27"
"780","QA001","AA01004","","2018-01-09","2018-04-27"
"780","QA001","AA01005","","2018-01-09","2018-04-27"
"780","QA001","AA01006","","2018-01-09","2018-04-27"
"780","QA001","AA01007","","2018-01-09","2018-04-27"
"780","QA001","AA01008","","2018-01-09","2018-04-27"
"780","QA001","AA01009","","2018-01-09","2018-04-27"
"780","QA001","AA01010","","2018-01-09","2018-04-27"
"780","QA001","AA01011","","2018-01-09","2018-04-27"
"780","QA001","AA01013","","2018-01-09","2018-04-27"
"780","QA001","AA01014","","2018-01-09","2018-04-27"
"780","QA001","AA01015","","2018-01-09","2018-04-27"
"780","QA001","AA01016","","2018-01-09","2018-04-27"
"780","QA001","AA01017","","2018-01-09","2018-04-27"
"780","QA001","AA01018","","2018-01-09","2018-04-27"
"780","QA003","AA02001","","2018-01-09","2018-04-27"
"780","QA003","AA02003","","2018-01-09","2018-04-27"
"780","QA003","AA02005","","2018-01-09","2018-04-27"
"780","QA003","AA02006","","2018-01-09","2018-04-27"
"781","QA001","AA01001","","2018-01-09","2018-04-27"
"781","QA001","AA01002","","2018-01-09","2018-04-27"
"781","QA001","AA01003","","2018-01-09","2018-04-27"
"781","QA001","AA01004","","2018-01-09","2018-04-27"
"781","QA001","AA01005","","2018-01-09","2018-04-27"
"781","QA001","AA01006","","2018-01-09","2018-04-27"
"781","QA001","AA01007","","2018-01-09","2018-04-27"
"781","QA001","AA01008","","2018-01-09","2018-04-27"
"781","QA001","AA01009","","2018-01-09","2018-04-27"
"781","QA001","AA01010","","2018-01-09","2018-04-27"
"781","QA001","AA01013","","2018-01-09","2018-04-27"
"781","QA001","AA01014","","2018-01-09","2018-04-27"
"781","QA001","AA01015","","2018-01-09","2018-04-27"
"781","QA001","AA01016","","2018-01-09","2018-04-27"
"781","QA001","AA01017","","2018-01-09","2018-04-27"
"781","QA001","AA01018","","2018-01-09","2018-04-27"
"781","QA003","AA02001","","2018-01-09","2018-04-27"
"781","QA003","AA02002","","2018-01-09","2018-04-27"
"781","QA003","AA02003","","2018-01-09","2018-04-27"
"781","QA003","AA02004","","2018-01-09","2018-04-27"
"781","QA003","AA02005","","2018-01-09","2018-04-27"
"781","QA003","AA02006","","2018-01-09","2018-04-27"
"782","QA001","AA01001","","2018-01-09","2018-04-27"
"782","QA001","AA01002","","2018-01-09","2018-04-27"
"782","QA001","AA01003","","2018-01-09","2018-04-27"
"782","QA001","AA01004","","2018-01-09","2018-04-27"
"782","QA001","AA01005","","2018-01-09","2018-04-27"
"782","QA001","AA01006","","2018-01-09","2018-04-27"
"782","QA001","AA01007","","2018-01-09","2018-04-27"
"782","QA001","AA01008","","2018-01-09","2018-04-27"
"782","QA001","AA01009","","2018-01-09","2018-04-27"
"782","QA001","AA01010","","2018-01-09","2018-04-27"
"782","QA001","AA01011","","2018-01-09","2018-04-27"
"782","QA001","AA01012","","2018-01-09","2018-04-27"
"782","QA001","AA01013","","2018-01-09","2018-04-27"
"782","QA001","AA01014","","2018-01-09","2018-04-27"
"782","QA001","AA01015","","2018-01-09","2018-04-27"
"782","QA001","AA01016","","2018-01-09","2018-04-27"
"782","QA001","AA01017","","2018-01-09","2018-04-27"
"782","QA001","AA01018","","2018-01-09","2018-04-27"
"782","QA003","AA02001","","2018-01-09","2018-04-27"
"782","QA003","AA02003","","2018-01-09","2018-04-27"
"782","QA003","AA02004","","2018-01-09","2018-04-27"
"782","QA003","AA02005","","2018-01-09","2018-04-27"
"782","QA003","AA02006","","2018-01-09","2018-04-27"
"783","QA001","AA01001","","2018-01-09","2018-06-14"
"783","QA001","AA01002","","2018-01-09","2018-06-14"
"783","QA001","AA01003","","2018-01-09","2018-06-14"
"783","QA001","AA01004","","2018-01-09","2018-06-14"
"783","QA001","AA01005","","2018-01-09","2018-06-14"
"783","QA001","AA01006","","2018-01-09","2018-06-14"
"783","QA001","AA01007","","2018-01-09","2018-06-14"
"783","QA001","AA01008","","2018-01-09","2018-06-14"
"783","QA001","AA01009","","2018-01-09","2018-06-14"
"783","QA001","AA01011","","2018-01-09","2018-06-14"
"783","QA001","AA01013","","2018-01-09","2018-06-14"
"783","QA001","AA01014","","2018-01-09","2018-06-14"
"783","QA001","AA01015","","2018-01-09","2018-06-14"
"783","QA001","AA01016","","2018-01-09","2018-06-14"
"783","QA001","AA01017","","2018-01-09","2018-06-14"
"783","QA001","AA01018","","2018-01-09","2018-06-14"
"783","QA001","AA01019","","2018-01-09","2018-06-14"
"783","QA001","AA01020","","2018-01-09","2018-06-14"
"783","QA001","AA01021","","2018-01-09","2018-06-14"
"783","QA002","AZ00000","その他（相談に応ず）","2018-01-09","2018-06-14"
"783","QA003","AA02001","","2018-01-09","2018-06-14"
"783","QA003","AA02005","","2018-01-09","2018-06-14"
"783","QA003","AA02006","","2018-01-09","2018-06-14"
"785","QA001","AA01003","","2018-01-09","2018-05-30"
"785","QA001","AA01005","","2018-01-09","2018-05-30"
"785","QA001","AA01009","","2018-01-09","2018-05-30"
"785","QA001","AA01015","","2018-01-09","2018-05-30"
"785","QA003","AA02001","","2018-01-09","2018-05-30"
"785","QA003","AA02003","","2018-01-09","2018-05-30"
"785","QA003","AA02004","","2018-01-09","2018-05-30"
"785","QA003","AA02005","","2018-01-09","2018-05-30"
"785","QA003","AA02006","","2018-01-09","2018-05-30"
"786","QA001","AA01003","","2018-01-09","2018-04-21"
"786","QA001","AA01007","","2018-01-09","2018-04-21"
"786","QA001","AA01015","","2018-01-09","2018-04-21"
"786","QA003","AA02002","","2018-01-09","2018-04-21"
"791","QA001","AA01008","","2018-01-09","2018-05-30"
"791","QA001","AA01009","","2018-01-09","2018-05-30"
"791","QA001","AA01010","","2018-01-09","2018-05-30"
"791","QA001","AA01012","","2018-01-09","2018-05-30"
"791","QA001","AA01015","","2018-01-09","2018-05-30"
"791","QA003","AA02005","","2018-01-09","2018-05-30"
"792","QA001","AA01003","","2018-01-09","2018-04-21"
"792","QA001","AA01007","","2018-01-09","2018-04-21"
"792","QA001","AA01009","","2018-01-09","2018-04-21"
"792","QA001","AA01010","","2018-01-09","2018-04-21"
"792","QA001","AA01011","","2018-01-09","2018-04-21"
"792","QA001","AA01012","","2018-01-09","2018-04-21"
"792","QA001","AA01015","","2018-01-09","2018-04-21"
"792","QA003","AA02006","","2018-01-09","2018-04-21"
"793","QA001","AA01002","","2018-01-09","2018-06-14"
"793","QA001","AA01003","","2018-01-09","2018-06-14"
"793","QA001","AA01007","","2018-01-09","2018-06-14"
"793","QA001","AA01014","","2018-01-09","2018-06-14"
"793","QA001","AA01015","","2018-01-09","2018-06-14"
"793","QA001","AA01016","","2018-01-09","2018-06-14"
"793","QA001","AA01017","","2018-01-09","2018-06-14"
"793","QA001","AA01020","","2018-01-09","2018-06-14"
"793","QA003","AA02006","","2018-01-09","2018-06-14"
"795","QA001","AA01003","","2018-01-09","2018-04-10"
"795","QA001","AA01008","","2018-01-09","2018-04-10"
"795","QA001","AA01015","","2018-01-09","2018-04-10"
"795","QA003","AA02001","","2018-01-09","2018-04-10"
"795","QA003","AA02005","","2018-01-09","2018-04-10"
"795","QA003","AA02006","","2018-01-09","2018-04-10"
"796","QA001","AA01001","","2018-01-09","2018-04-21"
"796","QA001","AA01003","","2018-01-09","2018-04-21"
"796","QA001","AA01004","","2018-01-09","2018-04-21"
"796","QA001","AA01005","","2018-01-09","2018-04-21"
"796","QA001","AA01008","","2018-01-09","2018-04-21"
"796","QA001","AA01009","","2018-01-09","2018-04-21"
"796","QA001","AA01010","","2018-01-09","2018-04-21"
"796","QA001","AA01013","","2018-01-09","2018-04-21"
"796","QA001","AA01015","","2018-01-09","2018-04-21"
"796","QA001","AA01018","","2018-01-09","2018-04-21"
