facility_name,postal_code,prefecture_name,city_name,address,latitude,longitude
デイサービスきらり,901-0406,,島尻郡八重瀬町,屋宜原229-3, 島尻郡八重瀬町 屋宜原229-3
ディサービス　寿々　　,901-0406,,島尻郡八重瀬町,屋宜原110番地の3　アイニテイ　2-Ｄ号室, 島尻郡八重瀬町 屋宜原110番地の3　アイニテイ　2-Ｄ号室
デイサービス　愛ランド,901-0416,,島尻郡八重瀬町,字宜次712番地, 島尻郡八重瀬町 字宜次712番地
デイサービスセンター寿（共用型通所介護）,901-0362,,糸満市,沖縄県真栄里323番地, 糸満市 沖縄県真栄里323番地
デイサービスステーション　ひめゆり,901-0344,,糸満市,沖縄県伊原107-1, 糸満市 沖縄県伊原107-1
こもれび　デイサービス,901-0213,,豊見城市,沖縄県字高嶺111番地, 豊見城市 沖縄県字高嶺111番地
デイホーム　光風の家,901-0213,,豊見城市,沖縄県高嶺299番地１, 豊見城市 沖縄県高嶺299番地１
デイサービスセンターすみれ,901-0215,,豊見城市,沖縄県渡嘉敷150番地　おもととよみの杜2階, 豊見城市 沖縄県渡嘉敷150番地　おもととよみの杜2階
デイサービスしんかい,901-1415,,南城市,沖縄県佐敷新開1-114, 南城市 沖縄県佐敷新開1-114
東雲の丘指定認知症対応型共同生活介護事業所,901-1203,,南城市,沖縄県大里大城1392番地, 南城市 沖縄県大里大城1392番地
指定通所介護事業所デイサービス青の空,901-0603,,南城市,沖縄県玉城百名7番地, 南城市 沖縄県玉城百名7番地
デイサービス　あまね,901-0619,,南城市,沖縄県玉城屋嘉部455番１, 南城市 沖縄県玉城屋嘉部455番１
デイサービス事業所　とことん,901-1302,,島尻郡与那原町,沖縄県字上与那原431番5, 島尻郡与那原町 沖縄県字上与那原431番5
グループホームときわ苑認知症対応型通所介護,901-0414,,島尻郡八重瀬町,沖縄県当銘370-1, 島尻郡八重瀬町 沖縄県当銘370-1
デイホーム　くしばる,901-0504,,島尻郡八重瀬町,沖縄県後原268番地3, 島尻郡八重瀬町 沖縄県後原268番地3
デイケア　勝連,901-0331,,糸満市,真栄平1026番地, 糸満市 真栄平1026番地
南部病院　通所リハビリテーション,901-0243,,豊見城市,糸満市真栄里870番地, 豊見城市 糸満市真栄里870番地
糸満協同診療所　通所リハビリテーション,901-0364,,糸満市,字潮崎町2丁目1番地10, 糸満市 字潮崎町2丁目1番地10
通所リハビリテーション事業所　白寿園,901-0311,,糸満市,字武富175-1, 糸満市 字武富175-1
とよみ生協病院　通所リハビリテーション,9010201,,豊見城市,真玉橋593-1, 豊見城市 真玉橋593-1
松岡通所リハビリテーション,901-0213,,豊見城市,高嶺395-56, 豊見城市 高嶺395-56
桜山荘通所リハビリテーションセンター,901-0213,,豊見城市,字高嶺111, 豊見城市 字高嶺111
通所リハビリテーション　養生の里,901-0241,,豊見城市,我那覇291-25, 豊見城市 我那覇291-25
通所リハビリテーション　友愛園,901-0243,,豊見城市,字上田25, 豊見城市 字上田25
平成苑通所リハビリテーション,901-0235,,豊見城市,名嘉地217-2, 豊見城市 名嘉地217-2
通所リハビリテーション　はまゆう,901-0215,,豊見城市,字渡嘉敷150　４階, 豊見城市 字渡嘉敷150　４階
デイケアみなみ野,901-1202,,南城市,大里平良2584-2　2F, 南城市 大里平良2584-2　2F
デイケア南城,901-0618,,南城市,玉城字船越949-4, 南城市 玉城字船越949-4
医療法人信和会　おおざと信和苑　通所リハビリテーション事業所,901-1204,,南城市,大里字稲嶺1014, 南城市 大里字稲嶺1014
通所リハビリテーション真徳苑,901-1414,,南城市,佐敷字津波古西原2309, 南城市 佐敷字津波古西原2309
デイケアのはら,901-1302,,島尻郡与那原町,上与那原341-2, 島尻郡与那原町 上与那原341-2
通所リハビリテーション　さらばんじぃ,901-1303,,島尻郡与那原町,字与那原3678, 島尻郡与那原町 字与那原3678
通所リハビリテーションうりずん,901-1301,,島尻郡与那原町,板良敷1281-1, 島尻郡与那原町 板良敷1281-1
沖縄第一病院通所リハビリテーション,901-1111,,島尻郡南風原町,兼城642-１, 島尻郡南風原町 兼城642-１
嬉野の園通所リハビリテーション,901-1105,,島尻郡南風原町,字新川458-1, 島尻郡南風原町 字新川458-1
介護老人保健施設かりゆしの里　通所リハビリテーション,901-1115,,島尻郡南風原町,字山川256-2, 島尻郡南風原町 字山川256-2
南部徳洲会病院　通所リハビリテーション事業所,901-0493,,島尻郡八重瀬町,字外間80, 島尻郡八重瀬町 字外間80
通所リハビリテーション　東風の里,901-0411,,島尻郡八重瀬町,字友寄891-1, 島尻郡八重瀬町 字友寄891-1
小規模多機能型居宅介護事業所　かじまやぁぬ花,901-0361,,糸満市,字糸満１４４９－３, 糸満市 字糸満１４４９－３
沖縄偕生園指定短期入所生活介護事業所,901-0341,,糸満市,小波蔵321番地, 糸満市 小波蔵321番地
いとまんシャトーショートステイ,901-0325,,糸満市,大里927番地の２, 糸満市 大里927番地の２
良長園短期入所生活介護事業所,901-0204,,豊見城市,金良88番地, 豊見城市 金良88番地
短期入所生活介護施設すみれ,901-0215,,豊見城市,渡嘉敷150番地　おもと　とよみの杜, 豊見城市 渡嘉敷150番地　おもと　とよみの杜
短期入所生活介護事業所　はぁとあいらんど豊崎,901-0225,,豊見城市,豊崎１－677, 豊見城市 豊崎１－677
短期入所生活介護事業所　朝日の家,901-0607,,南城市,玉城喜良原526番地, 南城市 玉城喜良原526番地
しらゆりの園指定短期入所生活介護事業所,901-1511,,南城市,知念久手堅275番地の１, 南城市 知念久手堅275番地の１
小谷園ショートステイ,901-1413,,南城市,佐敷小谷238番地の１, 南城市 佐敷小谷238番地の１
東雲の丘指定短期入所生活介護事業所,901-1203,,南城市,大里大城1392番地, 南城市 大里大城1392番地
しらゆりの園　地域密着型特別養護老人ホーム　おおざと,901-1207,,南城市,大里古堅820番地1, 南城市 大里古堅820番地1
社会福祉法人南島会与那原日の出園ショートステイセンター,901-1303,,島尻郡与那原町,与那原3782番地の１, 島尻郡与那原町 与那原3782番地の１
嬉の里短期入所生活介護,901-1105,,島尻郡南風原町,新川５３８番地, 島尻郡南風原町 新川５３８番地
ときわ苑短期入所ホーム,901-0414,,島尻郡八重瀬町,当銘378番地の１, 島尻郡八重瀬町 当銘378番地の１
転生園ユニット型指定地域密着型介護老人福祉施設,901-0514,,島尻郡八重瀬町,安里670番地, 島尻郡八重瀬町 安里670番地
介護老人保健施設サクラビア　,901-0314,,糸満市,字座波371-1, 糸満市 字座波371-1
介護老人保健施設　白寿園,901-0311,,糸満市,字武富175番地１, 糸満市 字武富175番地１
介護老人保健施設　養生の里,901-0241,,豊見城市,沖縄県字豊見城344番地の5, 豊見城市 沖縄県字豊見城344番地の5
介護老人保健施設　友愛園　,901-0243,,豊見城市,字上田25番地, 豊見城市 字上田25番地
介護老人保健施設　平成苑,901-0235,,豊見城市,名嘉地217-2, 豊見城市 名嘉地217-2
短期入所療養介護　はまゆう,901-0215,,豊見城市,字渡嘉敷150, 豊見城市 字渡嘉敷150
介護老人保健施設　おおざと信和苑,901-1204,,南城市,大里字稲嶺1014, 南城市 大里字稲嶺1014
介護老人保健施設　真徳苑,901-1414,,南城市,佐敷字津波古西原2309番地, 南城市 佐敷字津波古西原2309番地
介護老人保健施設　うりずん,901-1301,,島尻郡与那原町,板良敷1281-1, 島尻郡与那原町 板良敷1281-1
介護老人保健施設　嬉野の園,901-1105,,島尻郡南風原町,新川458番地の１, 島尻郡南風原町 新川458番地の１
介護老人保健施設　かりゆしの里,901-1115,,島尻郡南風原町,字山川256-2, 島尻郡南風原町 字山川256-2
介護老人保健施設　東風の里,901-0411,,島尻郡八重瀬町,友寄891番地の１, 島尻郡八重瀬町 友寄891番地の１
介護老人保健施設　喜代の里,901-0411,,島尻郡八重瀬町,友寄42, 島尻郡八重瀬町 友寄42
グループホーム　ひめゆり,901-0344,,糸満市,伊原107-1, 糸満市 伊原107-1
グループホーム　かねぐすく,901-0303,,糸満市,兼城８７１－１, 糸満市 兼城８７１－１
グループホーム　寿,901-0362,,糸満市,真栄里323番地, 糸満市 真栄里323番地
グループホーム　こもれび,901-0213,,豊見城市,高嶺111番地, 豊見城市 高嶺111番地
グループホーム　光風の家,901-0213,,豊見城市,高嶺299番地１, 豊見城市 高嶺299番地１
グループホーム　良長園,901-0204,,豊見城市,字金良88番地, 豊見城市 字金良88番地
グループホームちゃ～がんじゅう,901-0224,,豊見城市,与根217番地2, 豊見城市 与根217番地2
グループホームしらゆり,901-1511,,南城市,知念久手堅275番地の3, 南城市 知念久手堅275番地の3
グループホーム　美ら里さしき,901-1406,,南城市,佐敷屋比久４４番地, 南城市 佐敷屋比久４４番地
東雲の丘指定認知症対応型共同生活介護事業所,901-1203,,南城市,大里大城1392番地, 南城市 大里大城1392番地
グループホーム　あまね,901-0619,,南城市,玉城屋嘉部４５５番１, 南城市 玉城屋嘉部４５５番１
医療法人和の会　与那原在宅ケアセンター　　グループホームかなち,901-1303,,島尻郡与那原町,与那原1792番地1, 島尻郡与那原町 与那原1792番地1
グループホーム　オアシス,901-1105,,島尻郡南風原町,新川452番地－１, 島尻郡南風原町 新川452番地－１
社会福祉法人　伸芽福祉会　グループホーム　マイフレンズ,901-1113,,島尻郡南風原町,喜屋武202番2, 島尻郡南風原町 喜屋武202番2
グループホームときわ苑,901-0414,,島尻郡八重瀬町,当銘370-1, 島尻郡八重瀬町 当銘370-1
グループホーム　くしばる,901-0504,,島尻郡八重瀬町,後原２６８番地３, 島尻郡八重瀬町 後原２６８番地３
医療法人フェニックス　博愛病院,901-1105,,島尻郡南風原町,字新川485-1, 島尻郡南風原町 字新川485-1
介護老人福祉施設　沖縄偕生園,901-0341,,糸満市,小波蔵321番地, 糸満市 小波蔵321番地
介護老人福祉施設　いとまんシャトー,901-0325,,糸満市,大里927番地の２, 糸満市 大里927番地の２
介護老人福祉施設　良長園,901-0204,,豊見城市,字金良88番地, 豊見城市 字金良88番地
介護老人福祉施設　すみれ,901-0215,,豊見城市,渡嘉敷150番地, 豊見城市 渡嘉敷150番地
地域密着型　特別養護老人ホーム　はぁとあいらんど豊崎,901-0225,,豊見城市,豊崎１－６７７, 豊見城市 豊崎１－６７７
介護老人福祉施設　朝日の家,901-0607,,南城市,玉城喜良原526番地, 南城市 玉城喜良原526番地
介護老人福祉施設　しらゆりの園,901-1511,,南城市,知念久手堅275番地の１, 南城市 知念久手堅275番地の１
介護老人福祉施設　小谷園,901-1413,,南城市,佐敷小谷238番地の１, 南城市 佐敷小谷238番地の１
介護老人福祉施設　東雲の丘,901-1203,,南城市,大里大城1392番地, 南城市 大里大城1392番地
しらゆりの園地域密着型　特別養護老人ホームおおざと,901-1207,,南城市,大里字古堅820番地１, 南城市 大里字古堅820番地１
介護老人福祉施設　与那原日の出園,901-1303,,島尻郡与那原町,与那原3782番地の１, 島尻郡与那原町 与那原3782番地の１
介護老人福祉施設　嬉の里,901-1105,,島尻郡南風原町,新川５３８番地, 島尻郡南風原町 新川５３８番地
介護老人福祉施設　ときわ苑,901-0414,,島尻郡八重瀬町,当銘378番地の１, 島尻郡八重瀬町 当銘378番地の１
介護老人福祉施設　転生園,901-0514,,島尻郡八重瀬町,字安里670番地, 島尻郡八重瀬町 字安里670番地
転生園ユニット型指定地域密着型介護老人福祉施設,901-0514,,島尻郡八重瀬町,字安里670番地, 島尻郡八重瀬町 字安里670番地
介護老人保健施設サクラビア,901-0314,,糸満市,字座波371-1, 糸満市 字座波371-1
介護老人保健施設白寿園,901-0311,,糸満市,字武富175番地１, 糸満市 字武富175番地１
介護老人保健施設桜山荘,901-0213,,豊見城市,字高嶺111番地, 豊見城市 字高嶺111番地
介護老人保健施設友愛園,901-0243,,豊見城市,字上田25番地, 豊見城市 字上田25番地
介護老人保健施設平成苑,901-0235,,豊見城市,名嘉地217-2, 豊見城市 名嘉地217-2
介護老人保健施設はまゆう,901-0215,,豊見城市,字渡嘉敷150, 豊見城市 字渡嘉敷150
介護老人保健施設おおざと信和苑,901-1204,,南城市,大里字稲嶺1014, 南城市 大里字稲嶺1014
介護老人保健施設　真徳苑,901-1414,,南城市,佐敷字津波古西原2309番地, 南城市 佐敷字津波古西原2309番地
介護老人保健施設うりずん,901-1301,,島尻郡与那原町,板良敷1281-1, 島尻郡与那原町 板良敷1281-1
介護老人保健施設嬉野の園,901-1105,,島尻郡南風原町,字新川458-1, 島尻郡南風原町 字新川458-1
介護老人保健施設かりゆしの里,901-1115,,島尻郡南風原町,字山川256-2, 島尻郡南風原町 字山川256-2
介護老人保健施設　喜代の里,901-0411,,島尻郡八重瀬町,友寄42, 島尻郡八重瀬町 友寄42
サービス付き高齢者向け住宅シャングリラ糸満,901-0303,,糸満市,兼城618番地, 糸満市 兼城618番地
サービス付き高齢者向け住宅あい愛,9010315,,糸満市,照屋808-1, 糸満市 照屋808-1
サービス付高齢者専用賃貸住宅ファミリーサポート,9010200,,豊見城市,字饒波1118, 豊見城市 字饒波1118
サービス付き高齢者向け住宅　みんなの家,9010200,,豊見城市,字豊見城６４, 豊見城市 字豊見城６４
サービス付き高齢者住宅とよさき２号館,901-0224,,豊見城市,字与根３２３番地, 豊見城市 字与根３２３番地
サービス付き高齢者向け住宅　華々,901-0242,,豊見城市,字高安882番１2, 豊見城市 字高安882番１2
住宅型有料老人ホームうえた２号館,901-0243,,豊見城市,上田1番地17, 豊見城市 上田1番地17
サービス付き高齢者住宅ハナミズキ,901-1203,,南城市,大里字大城１３９２, 南城市 大里字大城１３９２
ケアビレッジ　えがお,901-1204,,南城市,大里稲嶺1317-1, 南城市 大里稲嶺1317-1
オリーブ佐敷,9011414,,南城市,佐敷津波古加那原1755, 南城市 佐敷津波古加那原1755
サービス付き高齢者向け住宅　しらゆりの園うえよなばる,9011302,,島尻郡与那原町,上与那原464番地, 島尻郡与那原町 上与那原464番地
サービス付高齢者向け住宅フェアネス津嘉山,9011117,,島尻郡南風原町,津嘉山1311番, 島尻郡南風原町 津嘉山1311番
サービス付き高齢者向け住宅　カノンなは,901-1117,,島尻郡南風原町,字津嘉山1315番地1, 島尻郡南風原町 字津嘉山1315番地1
ファミリーホームくくる,9011111,,島尻郡南風原町,兼城２１４番地２, 島尻郡南風原町 兼城２１４番地２
サービス付き高齢者向け住宅 花庭,901-0516,,島尻郡八重瀬町,字仲座４２０番地1, 島尻郡八重瀬町 字仲座４２０番地1
介護付有料老人ホームうえた,901-0243,,豊見城市,字上田１番地１, 豊見城市 字上田１番地１
介護付有料老人ホームとよさき,901-0223,,豊見城市,字翁長８６９番地, 豊見城市 字翁長８６９番地
介護付有料老人ホーム徳州苑かふう,901-0417,,島尻郡八重瀬町,字外間８０番地, 島尻郡八重瀬町 字外間８０番地
特定有料老人ホームむつみ寮,901-1105,,島尻郡南風原町,字新川５３８番地　, 島尻郡南風原町 字新川５３８番地　
介護付き有料老人ホーム福寿苑,901-1415,,南城市,佐敷新開1番地344　沖縄ﾒﾃﾞｨｶﾙ福祉総合ｾﾝﾀｰ　4階～6階, 南城市 佐敷新開1番地344　沖縄ﾒﾃﾞｨｶﾙ福祉総合ｾﾝﾀｰ　4階～6階
有料ホームありがとう,901-0361,,糸満市,字糸満９６７番地, 糸満市 字糸満９６７番地
高齢者賃貸住宅　でいご,901-0361,,糸満市,糸満１６９０－２, 糸満市 糸満１６９０－２
住宅型有料老人ホーム　めぇざと,901-0362,,糸満市,字真栄里2045番地2、2階・3階, 糸満市 字真栄里2045番地2、2階・3階
高齢者賃貸住宅　東西 （あがりいり）,901-0335,,糸満市,字米須２５３番地, 糸満市 字米須２５３番地
住宅型有料老人ホーム　かじまやぁぬ花,901-0361,,糸満市,字糸満1449-3　, 糸満市 字糸満1449-3　
住宅型　有料老人ホーム　ゆたか,901-0311,,糸満市,字武富98番地, 糸満市 字武富98番地
有料老人ホームでいご,901-0361,,糸満市,字糸満1458番地, 糸満市 字糸満1458番地
住宅型有料老人ホームしおひら,901-0302,,糸満市,字潮平523番地, 糸満市 字潮平523番地
住宅型有料老人ホーム　ハートフルケア,901-0203,,豊見城市,字長堂146番地, 豊見城市 字長堂146番地
有料老人ホームゆいホーム花　渡嘉敷,901-0215,,豊見城市,字渡嘉敷13番地, 豊見城市 字渡嘉敷13番地
有料老人ホームゆいホーム花　宜保,901-0244,,豊見城市,字宜保141番地　マンション純101 102, 豊見城市 字宜保141番地　マンション純101 102
住宅型有料老人ホーム　ゆうらく寿,901-0241,,豊見城市,豊見城1007-24, 豊見城市 豊見城1007-24
シルバーハウス愛心館,901-0204,,豊見城市,字金良243-6, 豊見城市 字金良243-6
住宅型有料老人ホーム　太陽と海,901-0231,,豊見城市,我那覇200番地4, 豊見城市 我那覇200番地4
有料老人ホーム　いちゃりばちょうでぃー豊見城,901-0212,,豊見城市,平良１５１-２, 豊見城市 平良１５１-２
糸満協同診療所　有料老人ホーム,901-0201,,豊見城市,糸満市潮崎町2丁目１番１０　２階　３階, 豊見城市 糸満市潮崎町2丁目１番１０　２階　３階
有料老人ホーム　 はぁと　あいらんど豊崎,901-0225,,豊見城市,字豊崎１－６７７　２階, 豊見城市 字豊崎１－６７７　２階
有料老人ホーム　てぃみぐすく,901-0223,,豊見城市,翁長87番地　, 豊見城市 翁長87番地　
有料老人ホーム　どんぐり,901-0241,,豊見城市,字豊見城600番地1　ケアテラス梢, 豊見城市 字豊見城600番地1　ケアテラス梢
住宅型有料老人ホーム　かがやきの城,901-0213,,豊見城市,字高嶺321番地1, 豊見城市 字高嶺321番地1
住宅型有料老人ホーム　マチュピチュ,901-1203,,南城市,大里字大城1385番地1, 南城市 大里字大城1385番地1
高齢者共同住宅　青の空,901-0612,,南城市,玉城字當山10番地, 南城市 玉城字當山10番地
有料老人ホームとうやまの家,901-0612,,南城市,玉城字當山８番地１, 南城市 玉城字當山８番地１
高齢者共同住宅　里安,901-0607,,南城市,玉城字喜良原113－1　, 南城市 玉城字喜良原113－1　
住宅型有料老人ホーム　かな杜,901-1403,,南城市,佐敷１２０４－１, 南城市 佐敷１２０４－１
らくらく荘,901-1415,,南城市,佐敷新開１－８７, 南城市 佐敷新開１－８７
住宅型有料老人ホームなんじょう苑,901-0612,,南城市,大里字大城2005番地１, 南城市 大里字大城2005番地１
ひなぎく荘,901-1403,,南城市,佐敷字佐敷612番地, 南城市 佐敷字佐敷612番地
マイハウスゆーゆーとぅ,901-1402,,南城市,佐敷字手登根３１７番地, 南城市 佐敷字手登根３１７番地
有料老人ホーム　はっぴー,901-0616,,南城市,玉城字前川５９３番地１, 南城市 玉城字前川５９３番地１
有料老人ホーム　ほがらか苑おおみたけ,901-1303,,島尻郡与那原町,字与那原２９１６－１, 島尻郡与那原町 字与那原２９１６－１
高齢者専用共同住宅オリーブ,901-1303,,島尻郡与那原町,字与那原615，616番地　　1階、2階, 島尻郡与那原町 字与那原615，616番地　　1階、2階
宅老所　サンセル,901-1303,,島尻郡与那原町,字与那原1771番地, 島尻郡与那原町 字与那原1771番地
住宅型有料老人ホーム　さんはーと東浜,901-1304,,島尻郡与那原町,字東浜２２番地５, 島尻郡与那原町 字東浜２２番地５
有料老人ホーム　ほがらか苑与原,901-1303,,島尻郡与那原町,字与那原1122番地, 島尻郡与那原町 字与那原1122番地
有料老人ホームユートピア,901-1105,,島尻郡南風原町,字新川452-1, 島尻郡南風原町 字新川452-1
介護支援センターとき,901-1104,,島尻郡南風原町,字宮平426-19, 島尻郡南風原町 字宮平426-19
有料老人ホーム　ふぇーぬ風,901-1105,,島尻郡南風原町,新川6番地の３, 島尻郡南風原町 新川6番地の３
有料老人ホーム「ベストかねぐすく」,901-1111,,島尻郡南風原町,字兼城265-10, 島尻郡南風原町 字兼城265-10
有料老人ホームそよかぜ,901-1111,,島尻郡南風原町,字兼城644-2, 島尻郡南風原町 字兼城644-2
住宅型有料老人ホーム　はえばる日の出園,901-1105,,島尻郡南風原町,字新川501, 島尻郡南風原町 字新川501
有料老人ホーム　琉新の風,901-1105,,島尻郡南風原町,字新川217-4　　メディカルプラザあらかわ　3階、４階, 島尻郡南風原町 字新川217-4　　メディカルプラザあらかわ　3階、４階
住宅型有料老人ホーム・ぐしちゃん,901-0512,,島尻郡八重瀬町,字具志１２４１-1, 島尻郡八重瀬町 字具志１２４１-1
住宅型有料老人ホーム　ちぶみやえせ,901-0406,,島尻郡八重瀬町,"字屋宜原167番地１　2,3階"," 島尻郡八重瀬町 字屋宜原167番地１　2,3階"
イリーゼ八重瀬,901-0501,,島尻郡八重瀬町,字長毛１５９－１, 島尻郡八重瀬町 字長毛１５９－１
有料老人ホーム　新緑の里,901-0401,,島尻郡八重瀬町,東風平192-8, 島尻郡八重瀬町 東風平192-8
高齢者有料老人ホーム  港川の家,901-0511,,島尻郡八重瀬町,港川３３８, 島尻郡八重瀬町 港川３３８
有料老人ホームたけとみ,901-0311,,糸満市,字武富343番地1, 糸満市 字武富343番地1
宅老所　輝,901-0315,,糸満市,字照屋129番地　1階, 糸満市 字照屋129番地　1階
住宅型有料老人ホーム　糸満てぃんさぐの家,901-0315,,糸満市,字照屋1258番地1, 糸満市 字照屋1258番地1
有料老人ホーム　みなみ,901-0361,,糸満市,字糸満1421番地1, 糸満市 字糸満1421番地1
有料老人ホーム　てるや,901-0315,,糸満市,字照屋798番地 　ホームズ幸1階, 糸満市 字照屋798番地 　ホームズ幸1階
有料老人ホームさつき高齢者共同住宅,901-0334,,糸満市,大度255番地22, 糸満市 大度255番地22
有料老人ホーム日々草,901-0311,,糸満市,字武富595番地272　2階, 糸満市 字武富595番地272　2階
有料老人ホーム　あから３号館,901-0201,,豊見城市,字真玉橋183番地1, 豊見城市 字真玉橋183番地1
有料老人ホーム　のどか,901-0201,,豊見城市,字真玉橋36番地, 豊見城市 字真玉橋36番地
高齢者生活支援住宅　あから根差部,901-0205,,豊見城市,根差部422番地, 豊見城市 根差部422番地
コミュニティーハウスねさぶ,901-0205,,豊見城市,根差部588番地3, 豊見城市 根差部588番地3
コミュニティーハウスぎぼ,901-0244,,豊見城市,宜保150番地　　ラ・フォーレチャイムⅡ　1階, 豊見城市 宜保150番地　　ラ・フォーレチャイムⅡ　1階
HOME　いこい,901-1414,,南城市,佐敷字津波古1354番地1, 南城市 佐敷字津波古1354番地1
高齢者共同生活支援住宅　東,901-0606,,南城市,玉城字糸数672番地1, 南城市 玉城字糸数672番地1
有料老人ホーム　あがり,901-0606,,南城市,玉城字糸数17番地, 南城市 玉城字糸数17番地
有料老人ホーム　フェアネス,901-1112,,島尻郡南風原町,字本部490-6, 島尻郡南風原町 字本部490-6
有料高齢者ホーム寿々,901-0406,,島尻郡八重瀬町,字屋宜原110番地3　アイ二ティ１階, 島尻郡八重瀬町 字屋宜原110番地3　アイ二ティ１階
高齢者共同住宅  きらり,901-0406,,島尻郡八重瀬町,字屋宜原229番地3, 島尻郡八重瀬町 字屋宜原229番地3
有料老人ホーム結ホームこちんだ,901-0401,,島尻郡八重瀬町,字東風平9番地, 島尻郡八重瀬町 字東風平9番地
高齢者共同住宅ふくよか家族,901-1301,,島尻郡与那原町,字板良敷1411番地, 島尻郡与那原町 字板良敷1411番地
国頭村地域包括支援センター,905-1411,,国頭郡国頭村,辺土名1437　, 国頭郡国頭村 辺土名1437　
東村地域包括支援センター,905-1204,,国頭郡東村,平良804, 国頭郡東村 平良804
大宜味村地域包括支援センター,905-1305,,国頭郡大宜味村,大兼久157, 国頭郡大宜味村 大兼久157
今帰仁村地域包括支援センター,905-0401,,国頭郡今帰仁村,仲宗根219（今帰仁村役場内）, 国頭郡今帰仁村 仲宗根219（今帰仁村役場内）
本部町地域包括支援センター,905-0211,,国頭郡本部町,東５, 国頭郡本部町 東５
名護市地域包括支援センター,905-0017,,名護市,大2-12-1, 名護市 大2-12-1
北斗園　指定居宅介護支援事業所,905-1411,,国頭郡国頭村,辺士名1692, 国頭郡国頭村 辺士名1692
介護支援センター　やんばる,905-1318,,国頭郡大宜味村,津波1971-35, 国頭郡大宜味村 津波1971-35
おおぎみ居宅介護支援事業所,905-1318,,国頭郡大宜味村,津波588, 国頭郡大宜味村 津波588
なきじん指定居宅介護支援事業所,905-0428,,国頭郡今帰仁村,今泊280, 国頭郡今帰仁村 今泊280
今帰仁村社協　指定居宅介護支援事業所,905-0411,,国頭郡今帰仁村,天底62, 国頭郡今帰仁村 天底62
乙羽園　指定居宅介護支援事業所,905-0411,,国頭郡今帰仁村,天底222, 国頭郡今帰仁村 天底222
イリーゼ今帰仁　居宅介護支援事業所,905-0412,,国頭郡今帰仁村,湧川571-1, 国頭郡今帰仁村 湧川571-1
博寿会　居宅介護支援事業所,905-0206,,国頭郡本部町,石川988, 国頭郡本部町 石川988
本部町社協　居宅介護支援事業所,905-0212,,国頭郡本部町,大浜881-４, 国頭郡本部町 大浜881-４
居宅介護支援事業所　本部園,905-0213,,国頭郡本部町,谷茶301, 国頭郡本部町 谷茶301
エイジングけあ　居宅介護支援事業所,905-0228,,国頭郡本部町,伊野波278-５　105号, 国頭郡本部町 伊野波278-５　105号
りゅうしん指定居宅介護支援事業所,905-0007,,名護市,屋部468-1　りゅうしん地域医療包括ケアセンター内, 名護市 屋部468-1　りゅうしん地域医療包括ケアセンター内
うりずん居宅介護支援事業所,905-0011,,名護市,宮里1004, 名護市 宮里1004
桃源の郷居宅介護支援事業所,905-0018,,名護市,大西3-19-25, 名護市 大西3-19-25
ちゅらケアプランセンター名護,905-0022,,名護市,世冨慶505-2, 名護市 世冨慶505-2
かりゆしぬ村　指定居宅介護支援事業所,9050006,,名護市,宇茂佐1873-1, 名護市 宇茂佐1873-1
二見の里居宅介護支援事業所,905-2269,,名護市,二見241-7, 名護市 二見241-7
北部ケア居宅介護支援事業所,905-0006,,名護市,宇茂佐915-10, 名護市 宇茂佐915-10
羽地苑居宅介護支援事業所,905-1155,,名護市,我部祖河829, 名護市 我部祖河829
わかば居宅介護支援事業所,905-1145,,名護市,川上45, 名護市 川上45
トータルリハビリ・ケアサービス　居宅介護支援事業所ゆらぎ,905-1145,,名護市,川上424-1　1F, 名護市 川上424-1　1F
浅茅の里　居宅介護支援事業所　,905-0011,,名護市,宮里1-6-23, 名護市 宮里1-6-23
名護厚生園指定居宅介護支援事業所,905-0011,,名護市,宮里5-4-29, 名護市 宮里5-4-29
三つ葉のクローバー居宅介護支援事業所,905-0007,,名護市,屋部211, 名護市 屋部211
沖縄県農業協同組合　北部居宅介護支援事業所,905-0007,,名護市,屋部1698-1, 名護市 屋部1698-1
あかり居宅介護支援事業所,905-0019,,名護市,大北3-3-18, 名護市 大北3-3-18
なまからどー居宅介護支援事業所,905-0016,,名護市,大東1-15-16, 名護市 大東1-15-16
指定居宅介護支援事業所　瑞穂の郷,905-1146,,名護市,親川571, 名護市 親川571
居宅介護支援事業所がゆまーる,905-0009,,名護市,宇茂佐の森4-3-2　305号, 名護市 宇茂佐の森4-3-2　305号
沖縄ケアサポートセンターやんばる,905-0006,,名護市,宇茂佐1737　1F, 名護市 宇茂佐1737　1F
ケアプランセンター　なぐ交じり,905-0011,,名護市,為又856-11, 名護市 為又856-11
名護居宅介護支援事業所,905-1152,,名護市,伊差川123-3, 名護市 伊差川123-3
アップルライフ居宅介護支援事業所,905-0016,,名護市,大東1-14-12　103号, 名護市 大東1-14-12　103号
ケアプランセンターみやび,905-1146,,名護市,親川430, 名護市 親川430
指定居宅介護支援事業所　ふたば,905-0006,,名護市,宇茂佐1746-6, 名護市 宇茂佐1746-6
ライフ居宅介護支援事業所,905-0009,,名護市,宇茂佐の森4-19-7　101号, 名護市 宇茂佐の森4-19-7　101号
ケアプランセンターほくざん,905-0011,,名護市,宮里883, 名護市 宮里883
北山病院,905-0428,,国頭郡今帰仁村,今泊280, 国頭郡今帰仁村 今泊280
訪問看護ステーション桃源の郷,905-0018,,名護市,大西3-19-25, 名護市 大西3-19-25
